CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,LAT_DD,LONGTD_DD,SPECL_JRSDCT_ID,SPECL_JRSDCT_SHORT_DESC,JRSDCT_GRP_CD,JRSDCT_GRP_LONG_DESC,AGY_ST_NO,ST_FULL_NM,RECRE_RD_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_RECRE_RD_NM,ISECT_SEQ_NO,FROM_ISECT_DSTNC_QTY,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_LVL_A_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1758982,99998,02/01/18 00:00:00,02,01,2018,5,00,12A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,31,8.960000000000000,-122,30,38.550000000000000,45.519155555554667,-122.510708333333000,,,,,02259  ,SE STARK ST                 ,,05148  ,SE 148TH AVE                ,,1,0,3,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,3,PED       ,0,PED     ,2,FAT,0,UNK ,0,UNK ,2,DLIT,001,TRF SIGNAL,1,3,CITY  ,,,,,,,04,DIS SIG ,,,,,,,1,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115919,,0,10/30/19 17:21:04,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1758988,01243,02/11/18 00:00:00,02,11,2018,1,23,11P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,31,8.480000000000000,-122,32,16.000000000000000,45.519022222221667,-122.537777777777333,,,,,02259  ,SE STARK ST                 ,,05122  ,SE 122ND AVE                ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,02,B,ANGL-OTH  ,1,ANGL    ,2,FAT,2,CLD ,1,DRY ,2,DLIT,001,TRF SIGNAL,1,3,CITY  ,040,CURB      ,091,BUILDING  ,,,04,DIS SIG ,30,SPEED   ,,,0,0,1,0,0,1,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115806,,0,10/30/19 17:21:04,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,N
1761945,12380,03/09/18 00:00:00,03,09,2018,6,07,7A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,30,59.190000000000000,-122,38,5.220000000000000,45.516441666666000,-122.634783333333333,,,,,00226  ,SE BELMONT ST               ,,05030  ,SE 30TH AVE                 ,,1,0,3,,25,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,05,3,PED       ,0,PED     ,2,FAT,1,CLR ,2,WET ,1,DAY ,001,TRF SIGNAL,1,5,NO RPT,,,,,,,02,NO-YIELD,,,,,0,0,0,1,1,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_116088,,0,10/30/19 17:21:04,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,N
1761990,03167,04/09/18 00:00:00,04,09,2018,2,01,1A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,28,38.360000000000000,-122,30,38.780000000000000,45.477322222221667,-122.510772222222000,,,,,00824  ,SE FOSTER RD                ,,00310  ,SE BARBARA WELCH RD         ,,1,550,3,,45,7,GRADE   ,1,,,0,0,0,2,,0,NONE ,08,8,FIX OBJ   ,9,FIX     ,2,FAT,0,UNK ,0,UNK ,3,DARK,099,UNKNOWN   ,1,3,CITY  ,043,GARDRAIL  ,079,DITCH     ,010,SUB OTRN  ,30,SPEED   ,,,,,,,1,0,0,1,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_128507,,0,10/30/19 17:21:04,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,Y
1766951,09625,10/10/18 00:00:00,10,10,2018,4,99,UNK,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,,,,,,,,,,,45,30,14.730000000000000,-122,31,15.440000000000000,45.504091666666000,-122.520955555554667,,,,,00614  ,SE DIVISION ST              ,,05139  ,SE 139TH AVE                ,,1,0,7,,,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,05,3,PED       ,0,PED     ,2,FAT,2,CLD ,1,DRY ,2,DLIT,004,STOP SIGN ,1,3,CITY  ,,,,,,,02,NO-YIELD,,,,,0,0,0,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_120319,,0,10/30/19 17:21:05,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1774720,06083,05/24/18 00:00:00,05,24,2018,5,07,7A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,45,28,33.960000000000000,-122,29,11.910000000000000,45.476099999999667,-122.486641666666333,,,,,01215  ,SE JOHNSTON DR              ,,00153  ,SE EQUESTRIAN DR            ,,1,164,7,,,3,STRGHT  ,1,,,0,0,0,2,,0,NONE ,08,8,FIX OBJ   ,9,FIX     ,5,PDO,0,UNK ,0,UNK ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,030,PET       ,062,TREE      ,,,10,OTHR-IMP,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_181969,,0,10/30/19 17:21:04,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,Y
1775168,00820,02/06/18 00:00:00,02,06,2018,3,02,2A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,026,  ,MT. HOOD,1,0,MN,0,R,,002600100S00,45,29,55.490000000000000,-122,31,6.200000000000000,45.498747222221333,-122.518388888888667,,,,,01940  ,SE POWELL BLVD              ,,05141  ,SE 141ST AVE                ,,1,,9,8.15999985e+00,35,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,03,H,O-1 L-TURN,6,TURN    ,2,FAT,2,CLD ,1,DRY ,2,DLIT,004,STOP SIGN ,1,3,CITY  ,001,FEL/JUMP  ,,,,,01,TOO-FAST,,,,,0,0,1,1,0,1,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26   ,US 26     ,1,02B,293_16247,,0,10/30/19 17:21:04,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,1,0,0,0,0,0,N
1775356,01009,02/09/18 00:00:00,02,09,2018,6,14,2P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,30,59.320000000000000,-122,38,58.530000000000000,45.516477777777000,-122.649591666666333,,,,,00226  ,SE BELMONT ST               ,,05016  ,SE 16TH AVE                 ,,1,0,7,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,004,INDRCT PED,,,,,29,F AVOID ,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_116007,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
1775385,01044,02/10/18 00:00:00,02,10,2018,7,15,3P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,30,59.190000000000000,-122,38,5.220000000000000,45.516441666666000,-122.634783333333333,,,,,00226  ,SE BELMONT ST               ,,05030  ,SE 30TH AVE                 ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,03,B,ANGL-OTH  ,1,ANGL    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,0,NONE  ,,,,,,,04,DIS SIG ,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_116083,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1775396,01051,02/09/18 00:00:00,02,09,2018,6,15,3P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,28,58.240000000000000,-122,32,56.440000000000000,45.482844444443667,-122.549011111110333,,,,,01019  ,SE HAROLD ST                ,,05111  ,SE 111TH AVE                ,,1,0,9,,,1,INTER   ,0,4,4-LEG  ,0,0,0,,0,,,04,B,ANGL-OTH  ,1,ANGL    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,004,STOP SIGN ,1,3,CITY  ,,,,,,,02,NO-YIELD,,,,,0,0,0,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_190054,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1775422,01064,02/11/18 00:00:00,02,11,2018,1,14,2P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,,,,,,,,,,,45,30,16.470000000000000,-122,29,38.990000000000000,45.504575000000000,-122.494163888888333,,,,,00614  ,SE DIVISION ST              ,,05162  ,SE 162ND AVE                ,,1,100,7,,,3,STRGHT  ,0,,,0,0,0,4,,0,NONE ,08,C,S-STRGHT  ,5,SS-O    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,,,,,,,13,IMP LN C,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_120311,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,1,0,0,0,0,0,0,0,N
1775431,00021,01/02/18 00:00:00,01,02,2018,3,11,11A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,30,59.410000000000000,-122,39,27.750000000000000,45.516502777777000,-122.657708333333000,,,,,00226  ,SE BELMONT ST               ,,05008  ,SE 8TH AVE                  ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,01,B,ANGL-OTH  ,6,TURN    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,004,STOP SIGN ,1,5,NO RPT,,,,,,,03,PAS-STOP,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115939,,0,10/30/19 17:21:03,2,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,1,0,0,0,0,0,0,0,N
1775439,01069,02/11/18 00:00:00,02,11,2018,1,08,8A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,,,,,,,,,,,45,30,29.020000000000000,-122,37,21.770000000000000,45.508061111111000,-122.622713888888667,,,,,01426  ,SE LINCOLN ST               ,,05039  ,SE 39TH AV/CESAR CHAVEZ     ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,01,H,O-1 L-TURN,6,TURN    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,5,NO RPT,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_118669,,0,10/30/19 17:21:04,3,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1775479,01091,02/02/18 00:00:00,02,02,2018,6,09,9A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,28,38.240000000000000,-122,30,49.530000000000000,45.477288888888667,-122.513758333333000,,,,,00310  ,SE BARBARA WELCH RD         ,,00824  ,SE FOSTER RD                ,,1,151,7,,,3,STRGHT  ,0,,,0,0,0,2,,0,NONE ,08,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,,,,,,,07,TOO-CLOS,,,,,,1,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_199762,,0,10/30/19 17:21:04,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1775486,00028,01/02/18 00:00:00,01,02,2018,3,12,12P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,068,  ,CASCADE HWY NORTH,1,0,MN,0,R,,006800100S00,45,30,17.360000000000000,-122,34,43.250000000000000,45.504822222222000,-122.578680555554667,,,,,00614  ,SE DIVISION ST              ,,05082  ,SE 82ND AVE                 ,,1,,3,4.23999977e+00,35,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,3,PED       ,0,PED     ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,0,NONE  ,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213  ,OR 213    ,1,02B,293_21402,,0,10/30/19 17:21:03,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,N
1775495,00037,01/02/18 00:00:00,01,02,2018,3,09,9A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,29,39.990000000000000,-122,32,15.630000000000000,45.494441666666333,-122.537674999999333,,,,,00287  ,SE BUSH ST                  ,,05122  ,SE 122ND AVE                ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,02,B,ANGL-OTH  ,1,ANGL    ,4,INJ,2,CLD ,1,DRY ,1,DAY ,004,STOP SIGN ,1,3,CITY  ,057,STOPSIGN  ,058,OTH SIGN  ,,,02,NO-YIELD,03,PAS-STOP,,,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_500444,,0,10/30/19 17:21:03,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,N
1775530,01111,02/08/18 00:00:00,02,08,2018,5,17,5P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,30,19.340000000000000,-122,34,54.860000000000000,45.505372222222000,-122.581905555554667,,,,,00614  ,SE DIVISION ST              ,,05079  ,SE 79TH AVE                 ,,1,0,3,,,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,05,3,PED       ,0,PED     ,4,INJ,2,CLD ,2,WET ,2,DLIT,004,STOP SIGN ,1,3,CITY  ,,,,,,,19,NT VISBL,,,,,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_119684,,0,10/30/19 17:21:04,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1775595,01117,02/12/18 00:00:00,02,12,2018,2,15,3P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,29,4.800000000000000,-122,36,31.460000000000000,45.484666666666333,-122.608738888888000,,,,,02260  ,SE STEELE ST                ,,05052  ,SE 52ND AVE                 ,,1,0,1,,,1,INTER   ,0,4,4-LEG  ,0,0,0,,0,,,06,F,S-OTHER   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,0,NONE  ,004,INDRCT PED,,,,,07,TOO-CLOS,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_125711,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,N
1775664,01020,02/09/18 00:00:00,02,09,2018,6,11,11A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,026,  ,MT. HOOD,1,0,MN,0,R,,002600100S00,45,29,56.110000000000000,-122,30,49.770000000000000,45.498919444444333,-122.513825000000000,,,,,01940  ,SE POWELL BLVD              ,,05145  ,SE 145TH AVE                ,,1,,3,8.39999962e+00,35,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,06,G,O-STRGHT  ,4,SS-M    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,004,STOP SIGN ,1,5,NO RPT,013,FORCED    ,,,,,05,LEFT-CTR,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26   ,US 26     ,1,02B,293_17372,,0,10/30/19 17:21:04,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,N
1775672,00110,01/05/18 00:00:00,01,05,2018,6,14,2P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,11,U INTRST,1,064,  ,EAST PORTLAND FREEWAY,2,0,MN,0,R,,006400200S00,45,31,20.690000000000000,-122,33,55.850000000000000,45.522413888888667,-122.565513888888000,,,,,00745  ,EAST PORTLAND FY            ,,09727  ,SB EF GLSN-STARK C8         ,,1,,1,2.08799992e+01,55,3,STRGHT  ,0,,,0,0,0,6,,1,RSDMD,06,E,S-1STOP   ,3,REAR    ,4,INJ,2,CLD ,1,DRY ,1,DAY ,017,MEDIAN BAR,1,5,NO RPT,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,205  ,I-205     ,1,02B,293_5896,,0,10/30/19 17:21:03,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1775707,01089,02/01/18 00:00:00,02,01,2018,5,17,5P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,29,25.060000000000000,-122,37,21.950000000000000,45.490294444444333,-122.622763888888667,,,,,01055  ,SE HOLGATE BLVD             ,,05039  ,SE 39TH AV/CESAR CHAVEZ     ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,01,H,O-1 L-TURN,6,TURN    ,4,INJ,3,RAIN,2,WET ,2,DLIT,001,TRF SIGNAL,1,3,CITY  ,,,,,,,02,NO-YIELD,,,,,0,0,0,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_124155,,0,10/30/19 17:21:04,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,N
1775725,01049,02/10/18 00:00:00,02,10,2018,7,13,1P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,068,  ,CASCADE HWY NORTH,1,0,MN,0,R,,006800100S00,45,29,48.740000000000000,-122,34,43.430000000000000,45.496872222221333,-122.578730555554667,,,,,02158  ,SE RHINE ST                 ,,05082  ,SE 82ND AVE                 ,,1,,9,4.78999996e+00,35,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,02,B,ANGL-OTH  ,6,TURN    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,004,STOP SIGN ,1,5,NO RPT,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213  ,OR 213    ,1,02B,293_16866,,0,10/30/19 17:21:04,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,1,0,0,0,0,0,0,0,N
1775743,01068,02/11/18 00:00:00,02,11,2018,1,08,8A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,026,  ,MT. HOOD,1,0,MN,0,R,,002600100S00,45,29,34.510000000000000,-122,34,23.890000000000000,45.492919444444333,-122.573302777777667,,,,,01940  ,POWELL BLVD                 ,,00000  ,                            ,,,,0,9.99989990e+02,,3,STRGHT  ,0,,,0,0,0,4,,0,NONE ,05,C,S-STRGHT  ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,099,UNKNOWN   ,1,5,NO RPT,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,,,,1,02B,,,1,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1775763,00115,01/05/18 00:00:00,01,05,2018,6,18,6P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,11,U INTRST,1,064,  ,EAST PORTLAND FREEWAY,1,0,MN,0,R,,006400100S00,45,28,40.910000000000000,-122,33,55.960000000000000,45.478030555554667,-122.565544444444000,,,,,00745  ,EAST PORTLAND FY            ,,09710  ,NB EX WOODSTOCK C1          ,,1,,5,1.77900009e+01,55,3,STRGHT  ,0,,,0,0,0,6,,2,DIVMD,05,E,S-1STOP   ,3,REAR    ,4,INJ,2,CLD ,2,WET ,2,DLIT,017,MEDIAN BAR,1,1,STATE ,013,FORCED    ,,,,,29,F AVOID ,,,,,0,0,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,205  ,I-205     ,1,02B,293_5705,,0,10/30/19 17:21:03,3,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,N
1775766,01070,02/11/18 00:00:00,02,11,2018,1,11,11A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,068,  ,CASCADE HWY NORTH,1,0,MN,0,R,,006800100S00,45,29,52.220000000000000,-122,34,43.350000000000000,45.497838888888333,-122.578708333332667,,,,,01940  ,SE POWELL BLVD              ,,05082  ,SE 82ND AVE                 ,,1,,1,4.71999979e+00,35,3,STRGHT  ,0,,,0,0,0,4,,0,NONE ,06,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,,,,,,,07,TOO-CLOS,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213  ,OR 213    ,1,02B,293_19012,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1775777,01090,02/02/18 00:00:00,02,02,2018,6,22,10P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,068,  ,CASCADE HWY NORTH,1,0,MN,0,R,,006800100S00,45,30,0.130000000000000,-122,34,43.330000000000000,45.500036111111000,-122.578702777777667,,,,,02326  ,SE TIBBETTS ST              ,,05082  ,SE 82ND AVE                 ,,1,,9,4.57000017e+00,35,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,01,H,O-1 L-TURN,6,TURN    ,4,INJ,1,CLR ,1,DRY ,2,DLIT,004,STOP SIGN ,1,5,NO RPT,,,,,,,33,RECKLESS,02,NO-YIELD,,,,,1,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213  ,OR 213    ,1,02B,293_10866,,0,10/30/19 17:21:04,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,N
