PaymentPlan,Date,Duration,Occasion,Distance_Miles,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Subscriber,2019-07-31,00:10:04,Normal Thursday,0.45,45.49913657,-122.6716433,45.49913657,-122.6716433
Casual,2019-07-31,00:04:39,Normal Thursday,0.45,45.5048295,-122.6456377,45.5012433,-122.6396551
Casual,2019-07-31,00:09:13,Normal Thursday,1.21,45.52536699,-122.6725459,45.519372,-122.6607447
Subscriber,2019-07-31,00:05:08,Normal Thursday,0.48,45.5282107,-122.673371,45.5231295,-122.6733823
Casual,2019-07-31,00:12:24,Normal Thursday,1.91,45.4992903,-122.6717672,45.5211726,-122.6763654
Casual,2019-07-31,00:22:21,Normal Thursday,2.89,45.5154692,-122.6794042,45.51649676,-122.6307517
Casual,2019-07-31,00:40:22,Normal Thursday,1.76,45.51515295,-122.665776,45.5265582,-122.6617021
Casual,2019-07-31,00:08:02,Normal Thursday,1.42,45.5154692,-122.6794042,45.5120818,-122.6533493
Subscriber,2019-07-31,00:17:29,Normal Thursday,1.72,45.524367,-122.6617459,45.5308499,-122.63282770000001
Casual,2019-07-31,00:08:15,Normal Thursday,1.17,45.52487653,-122.6965141,45.53290424,-122.68626
Subscriber,2019-07-31,00:11:42,Normal Thursday,1.9,45.5027677,-122.6714408,45.5033655,-122.6447314
Casual,2019-07-31,00:16:07,Normal Thursday,2.03,45.5252992,-122.6714625,45.53496857,-122.653631
Subscriber,2019-07-31,00:08:11,Normal Thursday,0.86,45.51898132,-122.6812685,45.53083126,-122.6815957
Casual,2019-07-31,00:10:54,Normal Thursday,1.23,45.5165163,-122.659749,45.5158675,-122.6780176
Casual,2019-07-31,00:31:14,Normal Thursday,2.52,45.52914205,-122.6987028,45.54179953,-122.6614845
Casual,2019-07-31,00:03:29,Normal Thursday,0.37,45.53080401,-122.6844227,45.536118,-122.6853566
Casual,2019-07-31,00:18:18,Normal Thursday,1.94,45.53290424,-122.68626,45.5229375,-122.6607213
Casual,2019-07-31,00:10:02,Normal Thursday,1.1,45.52871176,-122.674166,45.5388948,-122.6901714
Casual,2019-07-31,00:14:04,Normal Thursday,1.62,45.51147657,-122.6662856,45.53086696,-122.6658887
Subscriber,2019-07-31,00:12:28,Normal Thursday,1.37,45.5335269,-122.6896275,45.5230046,-122.6801058
Subscriber,2019-07-31,00:10:45,Normal Thursday,0.78,45.5033655,-122.6447314,45.5120829,-122.6403267
Subscriber,2019-07-31,00:08:05,Normal Thursday,1.19,45.50910258,-122.6735169,45.52269573,-122.6703492
Casual,2019-07-31,00:05:43,Normal Thursday,0.42,45.5282777,-122.6766282,45.5251399,-122.6801824
Casual,2019-07-31,00:29:06,Normal Thursday,2.56,45.52914205,-122.6987028,45.54179953,-122.6614845
Casual,2019-07-31,00:05:04,Normal Thursday,0.59,45.50910258,-122.6735169,45.51556831,-122.6738924
Subscriber,2019-07-31,00:28:48,Normal Thursday,4.25,45.51645917,-122.6189983,45.49429475,-122.6719048
Casual,2019-07-31,00:11:19,Normal Thursday,1.31,45.5033994,-122.6446348,45.511907,-122.6294804
Casual,2019-07-31,00:25:57,Normal Thursday,2.55,45.5157998,-122.6587004,45.52871176,-122.674166
Casual,2019-07-31,00:19:19,Normal Thursday,1.77,45.5154692,-122.6794042,45.5173913,-122.6607569
Subscriber,2019-07-31,00:20:19,Normal Thursday,2.25,45.5154692,-122.6794042,45.5033655,-122.6447314
Casual,2019-07-31,00:02:35,Normal Thursday,0.22,45.5006364,-122.6446483,45.5033655,-122.6447314
Casual,2019-07-31,00:09:49,Normal Thursday,1.07,45.51147657,-122.6662856,45.51592353,-122.6833123
Casual,2019-07-31,00:17:17,Normal Thursday,2.32,45.5284672,-122.656532,45.51202353,-122.6363119
Casual,2019-07-31,00:38:01,Normal Thursday,3.86,45.55916922,-122.6514316,45.517939,-122.6586863
Casual,2019-07-31,00:38:10,Normal Thursday,3.84,45.55916922,-122.6514316,45.517939,-122.6586863
Subscriber,2019-07-31,00:06:40,Normal Thursday,0.45,45.53409115,-122.6949424,45.5353866,-122.7048438
Subscriber,2019-07-31,00:08:56,Normal Thursday,0.7,45.5172325,-122.6916725,45.5186855,-122.6828343
Casual,2019-07-31,00:08:34,Normal Thursday,1.05,45.5012433,-122.6396551,45.4933538,-122.6297967
Casual,2019-07-31,00:04:08,Normal Thursday,0.39,45.5193853,-122.6648021,45.5151101,-122.6658442
Subscriber,2019-07-31,00:06:03,Normal Thursday,0.73,45.52556242,-122.6892561,45.53083126,-122.6815957
Subscriber,2019-07-31,00:12:16,Normal Thursday,1,45.5197472,-122.6782504,45.516457,-122.6887733
Casual,2019-07-31,00:12:43,Normal Thursday,1.5,45.5097828,-122.6780234,45.52378902,-122.6747386
Casual,2019-07-31,00:15:13,Normal Thursday,3.95,45.5174734,-122.6783165,45.5284672,-122.656532
Casual,2019-07-31,00:18:14,Normal Thursday,2.38,45.51147657,-122.6662856,45.5048393,-122.6296306
Casual,2019-07-31,00:08:11,Normal Thursday,1.16,45.52507854,-122.6775563,45.53142501,-122.6895659
Casual,2019-07-31,00:05:58,Normal Thursday,1.08,45.50910258,-122.6735169,45.49429475,-122.6719048
Casual,2019-07-31,00:09:50,Normal Thursday,1.02,45.5204119,-122.6778923,45.51816567,-122.6924908
Casual,2019-07-31,00:26:35,Normal Thursday,3.08,45.5174734,-122.6783165,45.52649493,-122.6416328
Casual,2019-07-31,00:02:30,Normal Thursday,0.06,45.52579919,-122.6855063,45.5264728,-122.685306
Casual,2019-07-31,00:02:34,Normal Thursday,0.22,45.4996321,-122.6456697,45.5033655,-122.6447314
Casual,2019-07-31,00:21:23,Normal Thursday,3.29,45.5590933,-122.648752,45.51844688,-122.651685
Casual,2019-07-31,00:10:09,Normal Thursday,1.68,45.5033655,-122.6447314,45.5178988,-122.6600522
Casual,2019-07-31,00:31:08,Normal Thursday,4.84,45.49913657,-122.6716433,45.54828551,-122.6508106
Casual,2019-07-31,00:09:15,Normal Thursday,1.16,45.5210891,-122.6804375,45.531477,-122.6844821
Casual,2019-07-31,00:17:16,Normal Thursday,2.19,45.49913657,-122.6716433,45.52358836,-122.6619177
Casual,2019-07-31,00:21:43,Normal Thursday,3.49,45.5036125,-122.6775386,45.5475928,-122.6667604
Casual,2019-07-31,00:11:55,Normal Thursday,1.16,45.52914205,-122.6987028,45.522793,-122.684012
Subscriber,2019-07-31,00:38:15,Normal Thursday,1.25,45.52862062,-122.6905073,45.52862062,-122.6905073
Subscriber,2019-07-31,00:12:29,Normal Thursday,0.73,45.55645437,-122.6603794,45.559097,-122.6497277
Casual,2019-07-31,00:07:53,Normal Thursday,1.18,45.52556242,-122.6892561,45.5376746,-122.6968843
Subscriber,2019-07-31,00:03:15,Normal Thursday,0.25,45.50936198,-122.6812121,45.51184309,-122.68372
Casual,2019-07-31,00:14:21,Normal Thursday,1.16,45.51816567,-122.6924908,45.52507854,-122.6775563
Casual,2019-07-31,00:08:12,Normal Thursday,0.86,45.52331306,-122.6932633,45.53409115,-122.6949424
Casual,2019-07-31,00:10:21,Normal Thursday,1.27,45.51556831,-122.6738924,45.49913657,-122.6716433
Casual,2019-07-31,00:22:46,Normal Thursday,2.24,45.50971347,-122.6777159,45.5300596,-122.6606764
Subscriber,2019-07-31,00:06:33,Normal Thursday,0.83,45.52331306,-122.6932633,45.52507854,-122.6775563
Subscriber,2019-07-31,00:04:10,Normal Thursday,0.42,45.50624163,-122.6633379,45.5108709,-122.6658888
Casual,2019-07-31,00:10:04,Normal Thursday,1.29,45.51556831,-122.6738924,45.49913657,-122.6716433
Casual,2019-07-31,00:09:26,Normal Thursday,1.55,45.51592353,-122.6833123,45.53142501,-122.6895659
Casual,2019-07-31,00:13:30,Normal Thursday,1.67,45.5027677,-122.6714408,45.5006364,-122.6446483
Casual,2019-07-31,00:09:41,Normal Thursday,1.19,45.50971347,-122.6777159,45.49429475,-122.6719048
Casual,2019-07-31,00:13:17,Normal Thursday,1.94,45.5124107,-122.6765074,45.53232501,-122.6824299
Subscriber,2019-07-31,00:14:49,Normal Thursday,1.37,45.52358836,-122.6619177,45.5264914,-122.6842918
Casual,2019-07-31,00:03:23,Normal Thursday,0.33,45.5335083,-122.6906418,45.52862062,-122.6905073
Casual,2019-07-31,00:20:31,Normal Thursday,3.18,45.49913657,-122.6716433,45.53715171,-122.6881027
Casual,2019-07-31,00:31:48,Normal Thursday,3.34,45.51803882,-122.6755822,45.511907,-122.6294804
Subscriber,2019-07-31,00:14:42,Normal Thursday,1.61,45.5048393,-122.6296306,45.51195,-122.61416
Casual,2019-07-31,00:06:48,Normal Thursday,1.02,45.5178549,-122.6769385,45.5286366,-122.6820195
Casual,2019-07-31,00:22:09,Normal Thursday,2.75,45.53146071,-122.659741,45.56274555,-122.6480594
Casual,2019-07-31,00:13:44,Normal Thursday,1.62,45.5048393,-122.6296306,45.51195,-122.61416
Subscriber,2019-07-31,00:19:03,Normal Thursday,0.18,45.55522233,-122.6818612,45.5561064,-122.6823997
Subscriber,2019-07-31,00:13:03,Normal Thursday,1.72,45.5053162,-122.6100251,45.5164567,-122.6295726
Subscriber,2019-07-31,00:19:49,Normal Thursday,2.25,45.50910258,-122.6735169,45.53083126,-122.6815957
Casual,2019-07-31,00:06:45,Normal Thursday,0.62,45.5286366,-122.6820195,45.52826831,-122.6945615
Casual,2019-07-31,00:08:02,Normal Thursday,1.26,45.5027677,-122.6714408,45.51803882,-122.6755822
Casual,2019-07-31,00:10:46,Normal Thursday,1.42,45.50356665,-122.6395279,45.51633325,-122.6566324
Casual,2019-07-31,00:03:49,Normal Thursday,0.51,45.522914,-122.6536202,45.5186589,-122.6607493
Subscriber,2019-07-31,00:10:38,Normal Thursday,1.46,45.49913657,-122.6716433,45.50512504,-122.6533681
Casual,2019-07-31,00:05:27,Normal Thursday,0.59,45.528537,-122.6894421,45.5315321,-122.6814345
Casual,2019-07-31,00:35:32,Normal Thursday,3.32,45.50971347,-122.6777159,45.4711279,-122.6887027
Casual,2019-07-31,00:07:12,Normal Thursday,0.96,45.519372,-122.6607447,45.52536699,-122.6725459
Casual,2019-07-31,00:07:39,Normal Thursday,1.17,45.5205931,-122.637238,45.5229308,-122.6586924
Casual,2019-07-31,00:12:49,Normal Thursday,2.03,45.52288,-122.6372759,45.504732,-122.62528
Casual,2019-07-31,00:35:22,Normal Thursday,3.61,45.50468892,-122.6345551,45.51889487,-122.6774061
Casual,2019-07-31,00:24:36,Normal Thursday,2.7,45.52175423,-122.6810794,45.5228714,-122.6317108
Casual,2019-07-31,00:12:58,Normal Thursday,1.12,45.50971347,-122.6777159,45.52378902,-122.6747386
Casual,2019-07-31,00:34:01,Normal Thursday,3.67,45.50468892,-122.6345551,45.51889487,-122.6774061
Casual,2019-07-31,00:10:01,Normal Thursday,1.02,45.5237627,-122.6774774,45.522793,-122.656616
Casual,2019-07-31,00:19:02,Normal Thursday,1.69,45.5178988,-122.6600522,45.5193151,-122.6338957
Casual,2019-07-31,00:08:38,Normal Thursday,1.13,45.51592353,-122.6833123,45.50910258,-122.6735169
Subscriber,2019-07-31,00:08:47,Normal Thursday,0.86,45.5193417,-122.6824792,45.5231234,-122.6713456
Casual,2019-07-31,00:06:55,Normal Thursday,0.86,45.51803882,-122.6755822,45.50910258,-122.6735169
Casual,2019-07-31,00:24:08,Normal Thursday,3.61,45.5027677,-122.6714408,45.51645917,-122.6189983
Casual,2019-07-31,00:12:37,Normal Thursday,1.9,45.5252624,-122.6734734,45.51636144,-122.6460457
Casual,2019-07-31,00:09:06,Normal Thursday,0.92,45.50624163,-122.6633379,45.4981732,-122.6540485
Casual,2019-07-31,00:07:06,Normal Thursday,0.75,45.53080401,-122.6844227,45.53409115,-122.6949424
Casual,2019-07-31,00:09:09,Normal Thursday,1.21,45.55907103,-122.6475437,45.5545851,-122.6667671
Subscriber,2019-07-31,00:09:36,Normal Thursday,0.83,45.51184309,-122.68372,45.5172325,-122.6916725
Subscriber,2019-07-31,00:08:58,Normal Thursday,0.84,45.51184309,-122.68372,45.5172325,-122.6916725
Subscriber,2019-07-31,00:11:31,Normal Thursday,1.18,45.52556242,-122.6892561,45.5174734,-122.6783165
Subscriber,2019-07-31,00:04:36,Normal Thursday,0.31,45.5300414,-122.6854175,45.5314628,-122.685491
Casual,2019-07-31,00:03:01,Normal Thursday,0.33,45.52331306,-122.6932633,45.52826831,-122.6945615
Casual,2019-07-31,00:06:08,Normal Thursday,0.49,45.5177479,-122.6822147,45.5226224,-122.6777869
Casual,2019-07-31,00:19:42,Normal Thursday,1.94,45.5251884,-122.67753,45.5475928,-122.6667604
Subscriber,2019-07-31,00:21:54,Normal Thursday,2.47,45.5168074,-122.6786794,45.5350535,-122.6535419
Casual,2019-07-31,00:22:59,Normal Thursday,1.98,45.52500056,-122.6811048,45.5409301,-122.6641567
Subscriber,2019-07-31,00:19:55,Normal Thursday,2.6,45.5027677,-122.6714408,45.5308015,-122.6616867
Casual,2019-07-31,00:06:32,Normal Thursday,1.09,45.504829,-122.645975,45.5063254,-122.6451154
Casual,2019-07-31,00:20:03,Normal Thursday,1.75,45.52500056,-122.6811048,45.5409301,-122.6641567
Subscriber,2019-07-31,00:25:25,Normal Thursday,3.81,45.5178988,-122.6600522,45.5178988,-122.6600522
Subscriber,2019-07-31,00:07:32,Normal Thursday,1.07,45.53083126,-122.6815957,45.5347847,-122.6988093
Casual,2019-07-31,00:29:12,Normal Thursday,4.11,45.5231095,-122.6702964,45.516585,-122.616038
Casual,2019-07-31,00:27:23,Normal Thursday,3.92,45.5160179,-122.6842822,45.55458563,-122.6755413
Subscriber,2019-07-31,00:18:36,Normal Thursday,2.01,45.5171999,-122.6772947,45.52440674,-122.6497686
Subscriber,2019-07-31,00:28:22,Normal Thursday,3.12,45.50280906,-122.6535398,45.5374158,-122.6495209
Casual,2019-07-31,00:05:46,Normal Thursday,0.87,45.53715171,-122.6881027,45.52871176,-122.674166
Subscriber,2019-07-31,00:11:39,Normal Thursday,1.44,45.52196048,-122.6896772,45.5310262,-122.7061971
Subscriber,2019-07-31,00:09:12,Normal Thursday,0.72,45.51782551,-122.6724963,45.51782551,-122.6724963
Casual,2019-07-31,00:14:39,Normal Thursday,1.47,45.51889487,-122.6774061,45.5179493,-122.6618073
Subscriber,2019-07-31,00:03:46,Normal Thursday,0.43,45.53083126,-122.6815957,45.5360712,-122.6852715
Subscriber,2019-07-31,00:04:11,Normal Thursday,0.4,45.522793,-122.684012,45.5211726,-122.6763654
Casual,2019-07-31,00:08:06,Normal Thursday,0.97,45.5252069,-122.6765159,45.53290424,-122.68626
Subscriber,2019-07-31,00:14:31,Normal Thursday,2.38,45.52175423,-122.6810794,45.49429475,-122.6719048
Subscriber,2019-07-31,00:03:50,Normal Thursday,0.32,45.5308499,-122.63282770000001,45.528594,-122.6386534
Casual,2019-07-31,00:19:19,Normal Thursday,2.21,45.538562,-122.6896141,45.51803882,-122.6755822
Casual,2019-07-31,00:11:28,Normal Thursday,1.22,45.5215967,-122.6737711,45.522793,-122.656616
Subscriber,2019-07-31,00:03:09,Normal Thursday,0.22,45.53080401,-122.6844227,45.5360712,-122.6852715
Casual,2019-07-31,00:10:03,Normal Thursday,0.92,45.52142066,-122.6726291,45.522793,-122.656616
Casual,2019-07-31,00:18:57,Normal Thursday,1.33,45.51556831,-122.6738924,45.51556831,-122.6738924
Casual,2019-07-31,00:12:26,Normal Thursday,2.31,45.5122384,-122.6788391,45.5286366,-122.6820195
Subscriber,2019-07-31,00:17:08,Normal Thursday,2.15,45.512023,-122.6836064,45.5214911,-122.6546442
Casual,2019-07-31,00:27:29,Normal Thursday,2.3,45.52507854,-122.6775563,45.55335313,-122.6669146
Casual,2019-07-31,00:13:11,Normal Thursday,1.94,45.5396457,-122.7071718,45.53083126,-122.6815957
Casual,2019-07-31,00:10:41,Normal Thursday,1.33,45.5314628,-122.685491,45.5317769,-122.7072117
Casual,2019-07-31,00:07:38,Normal Thursday,1.16,45.49429475,-122.6719048,45.50624163,-122.6633379
Casual,2019-07-31,00:12:08,Normal Thursday,0.67,45.52358836,-122.6619177,45.5314984,-122.6566013
Casual,2019-07-31,00:11:21,Normal Thursday,0.67,45.52358836,-122.6619177,45.5314984,-122.6566013
Casual,2019-07-31,00:22:56,Normal Thursday,2.15,45.5265582,-122.6617021,45.5072499,-122.6623723
Casual,2019-07-31,00:44:28,Normal Thursday,2.05,45.51556831,-122.6738924,45.5211726,-122.6763654
Subscriber,2019-07-31,00:20:31,Normal Thursday,2.34,45.52358836,-122.6619177,45.5449084,-122.6775915
Subscriber,2019-07-31,00:06:16,Normal Thursday,0.55,45.52196048,-122.6896772,45.5193417,-122.6824792
Casual,2019-07-31,00:42:22,Normal Thursday,1.97,45.51556831,-122.6738924,45.5211726,-122.6763654
Subscriber,2019-07-31,00:20:34,Normal Thursday,2.35,45.52358836,-122.6619177,45.5449084,-122.6775915
Casual,2019-07-31,00:19:11,Normal Thursday,2.05,45.5186589,-122.6607493,45.50356665,-122.6395279
Subscriber,2019-07-31,00:25:09,Normal Thursday,2.78,45.5264914,-122.6842918,45.5122069,-122.6506464
Casual,2019-07-31,00:09:41,Normal Thursday,0.82,45.5126649,-122.677454,45.5201302,-122.6711389
Casual,2019-07-31,00:08:35,Normal Thursday,0.96,45.5300898,-122.6647821,45.5236269,-122.6536155
Subscriber,2019-07-31,00:14:01,Normal Thursday,1.61,45.50910258,-122.6735169,45.5165163,-122.659749
Subscriber,2019-07-31,00:12:34,Normal Thursday,1.43,45.50910258,-122.6735169,45.5165163,-122.659749
Subscriber,2019-07-31,00:22:38,Normal Thursday,3.03,45.5156882,-122.6773569,45.5264708,-122.6392575
Casual,2019-07-31,00:04:03,Normal Thursday,0.46,45.52826831,-122.6945615,45.53142501,-122.6895659
Casual,2019-07-31,00:11:07,Normal Thursday,1.22,45.5250843,-122.6832248,45.5229422,-122.6617822
Subscriber,2019-07-31,00:13:10,Normal Thursday,1.98,45.5123205,-122.6789108,45.51222277,-122.6454261
Casual,2019-07-31,00:08:56,Normal Thursday,0.82,45.5142427,-122.6777338,45.5245495,-122.6734472
Casual,2019-07-31,00:19:38,Normal Thursday,2.53,45.52196048,-122.6896772,45.53496857,-122.653631
Casual,2019-07-31,00:16:54,Normal Thursday,2.7,45.52862062,-122.6905073,45.5138446,-122.6732983
Casual,2019-07-31,00:32:29,Normal Thursday,3.37,45.50910258,-122.6735169,45.55076344,-122.6668663
Subscriber,2019-07-31,00:06:54,Normal Thursday,0.64,45.5238182,-122.674435,45.52142066,-122.6726291
Casual,2019-07-31,00:09:10,Normal Thursday,0.88,45.5388948,-122.6901714,45.5301343,-122.6803455
Casual,2019-07-31,00:01:31,Normal Thursday,0.02,45.5314984,-122.6566013,45.5314984,-122.6566013
Casual,2019-07-31,00:06:23,Normal Thursday,0.38,45.51186486,-122.6210475,45.51645917,-122.6189983
Casual,2019-07-31,00:17:00,Normal Thursday,1.49,45.5244245,-122.6495537,45.51649676,-122.6307517
Subscriber,2019-07-31,00:17:58,Normal Thursday,1.82,45.5111947,-122.6805467,45.519372,-122.6607447
Casual,2019-07-31,00:05:09,Normal Thursday,0.46,45.5211726,-122.6763654,45.5266679,-122.6745398
Casual,2019-07-31,00:14:59,Normal Thursday,1.14,45.5201302,-122.6711389,45.52142066,-122.6726291
Subscriber,2019-07-31,00:09:18,Normal Thursday,0.54,45.5279666,-122.6813021,45.52500056,-122.6811048
Casual,2019-07-31,00:05:26,Normal Thursday,0.38,45.52247868,-122.6732969,45.52507854,-122.6775563
Casual,2019-07-31,00:15:58,Normal Thursday,1.7,45.52914205,-122.6987028,45.5211726,-122.6763654
Casual,2019-07-31,00:08:34,Normal Thursday,1.05,45.52331306,-122.6932633,45.53080401,-122.6844227
Subscriber,2019-07-31,00:05:46,Normal Thursday,0.5,45.56282546,-122.6747467,45.56244707,-122.6848358
Casual,2019-07-31,00:43:30,Normal Thursday,2.87,45.51782551,-122.6724963,45.52269573,-122.6703492
Subscriber,2019-07-31,00:06:01,Normal Thursday,0.53,45.52862062,-122.6905073,45.52487653,-122.6965141
Casual,2019-07-31,00:02:03,Normal Thursday,0,45.50910258,-122.6735169,45.50910258,-122.6735169
Casual,2019-07-31,00:01:08,Normal Thursday,0.01,45.50910258,-122.6735169,45.50910258,-122.6735169
Subscriber,2019-07-31,00:15:47,Normal Thursday,1.74,45.50971347,-122.6777159,45.50280906,-122.6535398
Casual,2019-07-31,00:40:56,Normal Thursday,2.87,45.51782551,-122.6724963,45.52269573,-122.6703492
Casual,2019-07-31,00:11:38,Normal Thursday,1.33,45.51816567,-122.6924908,45.53409115,-122.6949424
Casual,2019-07-31,00:05:55,Normal Thursday,0.62,45.52196048,-122.6896772,45.52826831,-122.6945615
Subscriber,2019-07-31,00:06:35,Normal Thursday,0.66,45.4943095,-122.6719737,45.5027677,-122.6714408
Subscriber,2019-07-31,00:25:08,Normal Thursday,1.3,45.53086696,-122.6658887,45.5305596,-122.6683984
Subscriber,2019-07-31,00:21:11,Normal Thursday,0.73,45.51782551,-122.6724963,45.51782551,-122.6724963
Casual,2019-07-31,00:14:20,Normal Thursday,1.47,45.5179493,-122.6618073,45.51928859,-122.6792488
Casual,2019-07-31,00:22:06,Normal Thursday,1.81,45.5165653,-122.6152261,45.5250201,-122.6372403
Casual,2019-07-31,00:15:35,Normal Thursday,1.54,45.5138446,-122.6732983,45.52500056,-122.6811048
Casual,2019-07-31,00:10:16,Normal Thursday,0.37,45.53080401,-122.6844227,45.5301343,-122.6803455
Casual,2019-07-31,00:12:05,Normal Thursday,1.01,45.5286366,-122.6820195,45.51592353,-122.6833123
Subscriber,2019-07-31,00:36:23,Normal Thursday,3.75,45.5314984,-122.6566013,45.5396457,-122.7071718
Casual,2019-07-31,00:35:06,Normal Thursday,3.68,45.5314984,-122.6566013,45.5389683,-122.7091355
Casual,2019-07-31,00:01:50,Normal Thursday,0.04,45.5027677,-122.6714408,45.5027677,-122.6714408
Casual,2019-07-31,00:50:03,Normal Thursday,3.84,45.51645917,-122.6189983,45.49913657,-122.6716433
Casual,2019-07-31,00:05:40,Normal Thursday,0.05,45.5144083,-122.6754329,45.5150822,-122.6750629
Casual,2019-07-31,00:57:28,Normal Thursday,4.59,45.50910258,-122.6735169,45.50910258,-122.6735169
Subscriber,2019-07-31,00:04:36,Normal Thursday,0.28,45.51898132,-122.6812685,45.52276526,-122.6789939
Casual,2019-07-31,00:49:00,Normal Thursday,3.82,45.51645917,-122.6189983,45.49913657,-122.6716433
Subscriber,2019-07-31,00:11:57,Normal Thursday,1.18,45.5264799,-122.595698,45.5264799,-122.595698
Casual,2019-07-31,00:17:01,Normal Thursday,2,45.5172325,-122.6916725,45.52358836,-122.6619177
Casual,2019-07-31,00:22:26,Normal Thursday,1.51,45.52247868,-122.6732969,45.51782551,-122.6724963
Casual,2019-07-31,00:12:24,Normal Thursday,1.05,45.51782551,-122.6724963,45.5186589,-122.6607493
Casual,2019-07-31,00:21:31,Normal Thursday,1.51,45.52247868,-122.6732969,45.51782551,-122.6724963
Subscriber,2019-07-31,00:10:23,Normal Thursday,0.96,45.5090834,-122.6840225,45.517919,-122.6930874
Casual,2019-07-31,00:11:58,Normal Thursday,1.4,45.5388948,-122.6901714,45.52536699,-122.6725459
Casual,2019-07-31,00:15:10,Normal Thursday,1.61,45.51889487,-122.6774061,45.53715171,-122.6881027
Casual,2019-07-31,00:39:39,Normal Thursday,2.77,45.51556831,-122.6738924,45.5347847,-122.6988093
Subscriber,2019-07-31,00:17:47,Normal Thursday,1.28,45.4988983,-122.6542172,45.512934,-122.6547012
Casual,2019-07-31,00:36:17,Normal Thursday,2.99,45.51556831,-122.6738924,45.5347847,-122.6988093
Casual,2019-07-31,00:06:26,Normal Thursday,0.92,45.53211645,-122.6986304,45.5249541,-122.6903238
Casual,2019-07-31,00:37:05,Normal Thursday,2.83,45.51556831,-122.6738924,45.5347847,-122.6988093
Subscriber,2019-07-31,00:34:37,Normal Thursday,3.93,45.49429475,-122.6719048,45.49429475,-122.6719048
Subscriber,2019-07-31,00:14:35,Normal Thursday,1.38,45.5201388,-122.6768712,45.53142501,-122.6895659
Casual,2019-07-31,00:32:47,Normal Thursday,2.71,45.51556831,-122.6738924,45.5347847,-122.6988093
Subscriber,2019-07-31,00:11:10,Normal Thursday,1.42,45.5186858,-122.6799961,45.512246,-122.6618417
Casual,2019-07-31,00:04:36,Normal Thursday,0.46,45.52196048,-122.6896772,45.52579919,-122.6855063
Casual,2019-07-31,00:32:21,Normal Thursday,4.05,45.49429475,-122.6719048,45.49429475,-122.6719048
Casual,2019-07-31,00:20:57,Normal Thursday,0.44,45.49913657,-122.6716433,45.49913657,-122.6716433
Casual,2019-07-31,00:10:57,Normal Thursday,1,45.522793,-122.656616,45.52247868,-122.6732969
Casual,2019-07-31,00:19:28,Normal Thursday,0.55,45.49913657,-122.6716433,45.49913657,-122.6716433
Casual,2019-07-31,00:10:14,Normal Thursday,0.99,45.522793,-122.656616,45.52247868,-122.6732969
Subscriber,2019-07-31,00:09:42,Normal Thursday,1.03,45.5006137,-122.6521584,45.512934,-122.6547012
Casual,2019-07-31,00:08:05,Normal Thursday,1.26,45.51195,-122.61416,45.5048393,-122.6296306
Subscriber,2019-07-31,00:07:59,Normal Thursday,1.21,45.51195,-122.61416,45.5048393,-122.6296306
Subscriber,2019-07-31,00:19:04,Normal Thursday,1.7,45.5204119,-122.6778923,45.5363597,-122.6907478
Subscriber,2019-07-31,00:49:56,Normal Thursday,4.66,45.5264799,-122.595698,45.5337303,-122.6088574
Subscriber,2019-07-31,00:17:19,Normal Thursday,0.83,45.5238366,-122.6734209,45.51898132,-122.6812685
Casual,2019-07-31,00:07:29,Normal Thursday,0.59,45.52826831,-122.6945615,45.5300414,-122.6854175
Subscriber,2019-07-31,00:13:02,Normal Thursday,1.59,45.51636144,-122.6460457,45.5085689,-122.6650519
Subscriber,2019-07-31,00:13:40,Normal Thursday,1.6,45.51636144,-122.6460457,45.5085689,-122.6650519
Casual,2019-07-31,00:22:29,Normal Thursday,2.94,45.52556242,-122.6892561,45.52649493,-122.6416328
Casual,2019-07-31,00:23:10,Normal Thursday,2.33,45.51147657,-122.6662856,45.52276526,-122.6789939
Casual,2019-07-31,00:07:10,Normal Thursday,0.67,45.5006364,-122.6446483,45.50512504,-122.6533681
Casual,2019-07-31,00:29:39,Normal Thursday,4.02,45.4913187,-122.6486511,45.496375,-122.6535351
Casual,2019-07-31,00:09:52,Normal Thursday,1.7,45.5236269,-122.6536155,45.501545900000004,-122.6568047
Subscriber,2019-07-31,00:58:15,Normal Thursday,1.96,45.52331306,-122.6932633,45.52269573,-122.6703492
Subscriber,2019-07-31,00:05:43,Normal Thursday,0.51,45.5172321,-122.6607631,45.5193484,-122.653644
Subscriber,2019-07-31,00:05:47,Normal Thursday,0.58,45.5350469,-122.6525247,45.53027884,-122.654669
Casual,2019-07-31,00:15:42,Normal Thursday,2.12,45.5120829,-122.6403267,45.5140862,-122.6019361
Subscriber,2019-07-31,00:05:25,Normal Thursday,0.69,45.5193417,-122.6824792,45.52651,-122.6832776
Subscriber,2019-07-31,00:07:15,Normal Thursday,0.77,45.51507401,-122.6870298,45.52002,-122.6914901
Subscriber,2019-07-31,00:12:40,Normal Thursday,1.62,45.5164567,-122.6295726,45.5053162,-122.6100251
Casual,2019-07-31,00:42:19,Normal Thursday,1.53,45.53550403,-122.7006608,45.5300616,-122.6844243
Subscriber,2019-07-31,00:08:55,Normal Thursday,1.52,45.5354601,-122.7008675,45.52871176,-122.674166
Casual,2019-07-31,00:06:47,Normal Thursday,0.51,45.5211726,-122.6763654,45.5174734,-122.6783165
Casual,2019-07-31,00:05:29,Normal Thursday,0.65,45.53715171,-122.6881027,45.53409115,-122.6949424
