PaymentPlan,Date,Duration,Occasion,Distance_Miles,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Casual,2019-07-06,00:22:08,Normal Thursday,1.34,45.52247868,-122.6732969,45.52247868,-122.6732969
Casual,2019-07-06,00:20:40,Normal Thursday,1.42,45.52247868,-122.6732969,45.52247868,-122.6732969
Subscriber,2019-07-06,00:03:58,Normal Thursday,0.48,45.5264708,-122.6392575,45.5308499,-122.63282770000001
Subscriber,2019-07-06,00:14:29,Normal Thursday,2.38,45.5308499,-122.63282770000001,45.523086,-122.6754201
Subscriber,2019-07-06,00:05:34,Normal Thursday,0.63,45.53232501,-122.6824299,45.5251399,-122.6801824
Subscriber,2019-07-06,00:32:08,Normal Thursday,3.87,45.559107,-122.6526729,45.525667,-122.6903503
Casual,2019-07-06,00:02:31,Normal Thursday,0.3,45.51202353,-122.6363119,45.51623176,-122.6360679
Casual,2019-07-06,00:01:40,Normal Thursday,0.16,45.5164625,-122.6337081,45.51623176,-122.6360679
Casual,2019-07-06,00:03:13,Normal Thursday,0.39,45.5164465,-122.6391431,45.5205931,-122.637238
Casual,2019-07-06,00:03:08,Normal Thursday,0.43,45.5221371,-122.6372902,45.52643,-122.634719
Casual,2019-07-06,00:03:35,Normal Thursday,0.45,45.5257331,-122.6372284,45.52297292,-122.6434118
Casual,2019-07-06,00:01:23,Normal Thursday,0.07,45.5228717,-122.6414484,45.52297292,-122.6434118
Casual,2019-07-06,00:01:55,Normal Thursday,0.14,45.5228717,-122.6414484,45.52297292,-122.6434118
Subscriber,2019-07-06,00:08:58,Normal Thursday,1.19,45.50624163,-122.6633379,45.522975,-122.6637546
Subscriber,2019-07-06,00:06:08,Normal Thursday,1.15,45.5286366,-122.6820195,45.5252254,-122.6755017
Casual,2019-07-06,00:01:58,Normal Thursday,0.11,45.5228717,-122.6414484,45.52297292,-122.6434118
Casual,2019-07-06,00:09:57,Normal Thursday,1.1,45.5228717,-122.6414484,45.51202353,-122.6363119
Casual,2019-07-06,00:10:53,Normal Thursday,1.09,45.5313325,-122.6925908,45.52374151,-122.6818129
Casual,2019-07-06,00:20:13,Normal Thursday,2.73,45.493337,-122.623397,45.50624163,-122.6633379
Subscriber,2019-07-06,00:19:40,Normal Thursday,1.89,45.52634601,-122.6941484,45.52358836,-122.6619177
Subscriber,2019-07-06,00:19:18,Normal Thursday,1.9,45.52634601,-122.6941484,45.52358836,-122.6619177
Casual,2019-07-06,00:28:43,Normal Thursday,4.1,45.55913676,-122.6554307,45.5347847,-122.6988093
Casual,2019-07-06,00:15:06,Normal Thursday,1.18,45.53083126,-122.6815957,45.51898132,-122.6812685
Subscriber,2019-07-06,00:05:59,Normal Thursday,0.6,45.5172325,-122.6916725,45.5132329,-122.688131
Casual,2019-07-06,00:11:06,Normal Thursday,1.69,45.5205931,-122.637238,45.51515295,-122.665776
Casual,2019-07-06,00:06:03,Normal Thursday,0.93,45.52634601,-122.6941484,45.53083126,-122.6815957
Casual,2019-07-06,00:13:07,Normal Thursday,1.25,45.51898132,-122.6812685,45.53083126,-122.6815957
Casual,2019-07-06,00:14:49,Normal Thursday,1.52,45.50910258,-122.6735169,45.52175423,-122.6810794
Casual,2019-07-06,00:13:47,Normal Thursday,1.48,45.50910258,-122.6735169,45.52175423,-122.6810794
Casual,2019-07-06,00:01:25,Normal Thursday,0.26,45.50356665,-122.6395279,45.5033655,-122.6447314
Casual,2019-07-06,00:05:25,Normal Thursday,0.89,45.50936198,-122.6812121,45.5211726,-122.6763654
Subscriber,2019-07-06,00:04:14,Normal Thursday,0.7,45.51592353,-122.6833123,45.51782551,-122.6724963
Casual,2019-07-06,00:06:02,Normal Thursday,0.85,45.5264714,-122.6863235,45.53409115,-122.6949424
Casual,2019-07-06,00:26:23,Normal Thursday,4.05,45.51936283,-122.6359928,45.54998583,-122.6756573
Casual,2019-07-06,00:10:10,Normal Thursday,1.45,45.51507401,-122.6870298,45.53290424,-122.68626
Casual,2019-07-06,00:23:03,Normal Thursday,1.87,45.5086689,-122.6587476,45.51184309,-122.68372
Casual,2019-07-06,00:12:31,Normal Thursday,2.17,45.53140997,-122.6574612,45.53715171,-122.6881027
Casual,2019-07-06,00:21:57,Normal Thursday,1.93,45.5079558,-122.6587523,45.51184309,-122.68372
Subscriber,2019-07-06,00:20:41,Normal Thursday,2.6,45.5259351,-122.6454648,45.5315321,-122.6814345
Subscriber,2019-07-06,00:05:25,Normal Thursday,0.49,45.5238366,-122.6734209,45.5282777,-122.6766282
Casual,2019-07-06,00:14:27,Normal Thursday,1.78,45.5399747,-122.6667007,45.522793,-122.684012
Subscriber,2019-07-06,00:10:28,Normal Thursday,1.18,45.52276526,-122.6789939,45.5121296,-122.6754687
Casual,2019-07-06,00:21:27,Normal Thursday,3.2,45.51633325,-122.6566324,45.55335313,-122.6669146
Casual,2019-07-06,00:28:06,Normal Thursday,2.23,45.50512504,-122.6533681,45.53508224,-122.6505639
Subscriber,2019-07-06,00:10:50,Normal Thursday,2,45.55941042,-122.6685226,45.53086696,-122.6658887
Casual,2019-07-06,00:09:59,Normal Thursday,1.38,45.5388948,-122.6901714,45.52374151,-122.6818129
Subscriber,2019-07-06,00:04:37,Normal Thursday,0.43,45.5282777,-122.6766282,45.5245495,-122.6734472
Subscriber,2019-07-06,00:03:22,Normal Thursday,0.12,45.5121296,-122.6754687,45.512867,-122.67487
Casual,2019-07-06,00:20:29,Normal Thursday,2.56,45.52634601,-122.6941484,45.503021,-122.6820593
Casual,2019-07-06,00:30:19,Normal Thursday,4.43,45.511907,-122.6294804,45.511907,-122.6294804
Subscriber,2019-07-06,00:08:52,Normal Thursday,0.6,45.512867,-122.67487,45.5160179,-122.6842822
Casual,2019-07-06,00:05:38,Normal Thursday,1.07,45.52331306,-122.6932633,45.52536699,-122.6725459
Subscriber,2019-07-06,00:06:14,Normal Thursday,0.96,45.5360712,-122.6852715,45.52374151,-122.6818129
Casual,2019-07-06,00:08:07,Normal Thursday,1.13,45.53083126,-122.6815957,45.52487653,-122.6965141
Casual,2019-07-06,00:12:16,Normal Thursday,1.37,45.5282777,-122.6766282,45.52196048,-122.6896772
Subscriber,2019-07-06,00:38:48,Normal Thursday,1.82,45.5245495,-122.6734472,45.51782551,-122.6724963
Subscriber,2019-07-06,00:31:49,Normal Thursday,0.1,45.52374151,-122.6818129,45.5229366,-122.6840002
Casual,2019-07-06,00:03:50,Normal Thursday,0.36,45.51636144,-122.6460457,45.5120832,-122.6435501
Casual,2019-07-06,00:04:38,Normal Thursday,0.52,45.50910258,-122.6735169,45.5132018,-122.6794614
Casual,2019-07-06,00:19:20,Normal Thursday,1.59,45.5248422,-122.6964086,45.5138682,-122.6791005
Subscriber,2019-07-06,00:04:03,Normal Thursday,0.33,45.51544427,-122.6846749,45.5189549,-122.6838536
Casual,2019-07-06,00:14:10,Normal Thursday,1.45,45.5248422,-122.6964086,45.5138682,-122.6791005
Subscriber,2019-07-06,00:05:45,Normal Thursday,0.47,45.5245495,-122.6734472,45.5280414,-122.6776231
Casual,2019-07-06,00:11:37,Normal Thursday,1.1,45.53715171,-122.6881027,45.5265656,-122.6802351
Casual,2019-07-06,00:18:51,Normal Thursday,2.63,45.5350267,-122.6448377,45.51556831,-122.6738924
Casual,2019-07-06,00:16:30,Normal Thursday,2.46,45.52500056,-122.6811048,45.5120818,-122.6533493
Casual,2019-07-06,00:11:08,Normal Thursday,1.63,45.5193521,-122.679635,45.52871176,-122.674166
Casual,2019-07-06,00:14:12,Normal Thursday,2.38,45.5475928,-122.6667604,45.522783,-122.6811195
Subscriber,2019-07-06,00:04:47,Normal Thursday,0.28,45.5113551,-122.6839679,45.5090834,-122.6840225
Casual,2019-07-06,00:01:16,Normal Thursday,0.07,45.5354234,-122.7028542,45.53550403,-122.7006608
Casual,2019-07-06,00:05:54,Normal Thursday,0.96,45.51202353,-122.6363119,45.5048258,-122.64461850000001
Casual,2019-07-06,00:07:47,Normal Thursday,0.75,45.5264728,-122.685306,45.52914205,-122.6987028
Casual,2019-07-06,00:20:25,Normal Thursday,2.09,45.54998583,-122.6756573,45.52507854,-122.6775563
Casual,2019-07-06,00:19:15,Normal Thursday,2.07,45.54998583,-122.6756573,45.52507854,-122.6775563
Casual,2019-07-06,00:18:58,Normal Thursday,2.73,45.51649676,-122.6307517,45.512867,-122.67487
Casual,2019-07-06,00:15:01,Normal Thursday,1.66,45.5364659,-122.6494742,45.5365648,-122.618934
Subscriber,2019-07-06,00:30:24,Normal Thursday,1.52,45.53211645,-122.6986304,45.5212282,-122.6837964
Casual,2019-07-06,00:28:11,Normal Thursday,1.53,45.53211645,-122.6986304,45.5212282,-122.6837964
Casual,2019-07-06,00:07:22,Normal Thursday,0.7,45.5048258,-122.64461850000001,45.5120789,-122.6381592
Casual,2019-07-06,00:24:21,Normal Thursday,2.43,45.51844688,-122.651685,45.5286366,-122.6820195
Casual,2019-07-06,00:02:27,Normal Thursday,0.09,45.5279666,-122.6813021,45.5286366,-122.6820195
Casual,2019-07-06,00:11:27,Normal Thursday,1.63,45.5158982,-122.6866858,45.512997,-122.656726
Casual,2019-07-06,00:02:04,Normal Thursday,0.1,45.5279666,-122.6813021,45.5286366,-122.6820195
Casual,2019-07-06,00:10:09,Normal Thursday,1.16,45.53715171,-122.6881027,45.5353866,-122.7048438
Subscriber,2019-07-06,00:02:49,Normal Thursday,0.32,45.50468892,-122.6345551,45.50356665,-122.6395279
Subscriber,2019-07-06,00:06:52,Normal Thursday,0.28,45.51184309,-122.68372,45.5090834,-122.6840225
Casual,2019-07-06,00:03:38,Normal Thursday,0.2,45.5301243,-122.6813778,45.5286366,-122.6820195
Subscriber,2019-07-06,00:07:40,Normal Thursday,1.3,45.55902314,-122.6355462,45.5554994,-122.6585947
Casual,2019-07-06,00:02:27,Normal Thursday,0.23,45.5301243,-122.6813778,45.5286366,-122.6820195
Casual,2019-07-06,00:28:32,Normal Thursday,2.81,45.52297292,-122.6434118,45.51184309,-122.68372
Casual,2019-07-06,00:10:44,Normal Thursday,1.46,45.512997,-122.656726,45.52142066,-122.6726291
Casual,2019-07-06,00:28:07,Normal Thursday,2.71,45.52297292,-122.6434118,45.51184309,-122.68372
Casual,2019-07-06,00:27:50,Normal Thursday,2.78,45.5120818,-122.6533493,45.51184309,-122.68372
Subscriber,2019-07-06,00:23:36,Normal Thursday,1.27,45.5307017,-122.6762415,45.52871176,-122.674166
Casual,2019-07-06,00:03:45,Normal Thursday,0.35,45.5279666,-122.6813021,45.52500056,-122.6811048
Casual,2019-07-06,00:29:13,Normal Thursday,3.19,45.5048527,-122.6520176,45.4974682,-122.5975918
Subscriber,2019-07-06,00:09:50,Normal Thursday,0.84,45.5090834,-122.6840225,45.518016,-122.6831949
Casual,2019-07-06,00:14:46,Normal Thursday,1.17,45.51184309,-122.68372,45.52175423,-122.6810794
Casual,2019-07-06,00:13:12,Normal Thursday,1.14,45.51184309,-122.68372,45.52175423,-122.6810794
Casual,2019-07-06,00:06:38,Normal Thursday,0.5,45.5251399,-122.6801824,45.5286366,-122.6820195
Subscriber,2019-07-06,00:09:49,Normal Thursday,1.34,45.512867,-122.67487,45.5122018,-122.6493827
Casual,2019-07-06,00:21:07,Normal Thursday,2.58,45.54998583,-122.6756573,45.52269573,-122.6703492
Casual,2019-07-06,00:20:20,Normal Thursday,2.52,45.54998583,-122.6756573,45.52269573,-122.6703492
Subscriber,2019-07-06,00:03:18,Normal Thursday,0.4,45.5186855,-122.6828343,45.52276526,-122.6789939
Casual,2019-07-06,00:13:51,Normal Thursday,1.17,45.52556242,-122.6892561,45.52269573,-122.6703492
Subscriber,2019-07-06,00:02:42,Normal Thursday,0.23,45.5335083,-122.6906418,45.53409115,-122.6949424
Casual,2019-07-06,00:12:57,Normal Thursday,1.12,45.52556242,-122.6892561,45.52269573,-122.6703492
Casual,2019-07-06,00:12:03,Normal Thursday,1.17,45.52556242,-122.6892561,45.52269573,-122.6703492
Subscriber,2019-07-06,00:04:47,Normal Thursday,0.48,45.5282777,-122.6766282,45.5245495,-122.6734472
Casual,2019-07-06,00:17:53,Normal Thursday,1.67,45.53142501,-122.6895659,45.51592353,-122.6833123
Casual,2019-07-06,00:52:05,Normal Thursday,2.4,45.522793,-122.684012,45.5209759,-122.707823
Casual,2019-07-06,00:26:13,Normal Thursday,2.6,45.5390388,-122.6131994,45.5120577,-122.6245
Casual,2019-07-06,00:05:42,Normal Thursday,0.63,45.52358836,-122.6619177,45.52247868,-122.6732969
Casual,2019-07-06,00:05:49,Normal Thursday,0.63,45.52358836,-122.6619177,45.52247868,-122.6732969
Casual,2019-07-06,00:25:08,Normal Thursday,2.61,45.539665,-122.611885,45.5120577,-122.6245
Casual,2019-07-06,00:22:40,Normal Thursday,1.42,45.51184309,-122.68372,45.52269573,-122.6703492
Casual,2019-07-06,00:09:06,Normal Thursday,0.83,45.52196048,-122.6896772,45.51592353,-122.6833123
Casual,2019-07-06,00:21:20,Normal Thursday,1.51,45.51184309,-122.68372,45.52269573,-122.6703492
Casual,2019-07-06,00:12:06,Normal Thursday,1.13,45.50624163,-122.6633379,45.50910258,-122.6735169
Casual,2019-07-06,00:12:28,Normal Thursday,1.67,45.53550403,-122.7006608,45.52500056,-122.6811048
Casual,2019-07-06,00:52:24,Normal Thursday,1.62,45.51556831,-122.6738924,45.51889487,-122.6774061
Casual,2019-07-06,00:19:00,Normal Thursday,1.44,45.51184309,-122.68372,45.52269573,-122.6703492
Casual,2019-07-06,00:10:17,Normal Thursday,1.06,45.5065432,-122.6620427,45.50910258,-122.6735169
Casual,2019-07-06,00:10:44,Normal Thursday,1.06,45.50624163,-122.6633379,45.50910258,-122.6735169
Subscriber,2019-07-06,00:15:02,Normal Thursday,1.79,45.5299294,-122.6753219,45.50910258,-122.6735169
Casual,2019-07-06,00:11:13,Normal Thursday,1.67,45.53550403,-122.7006608,45.52500056,-122.6811048
Casual,2019-07-06,00:10:18,Normal Thursday,1.07,45.50624163,-122.6633379,45.50910258,-122.6735169
Casual,2019-07-06,00:32:42,Normal Thursday,2.3,45.51782551,-122.6724963,45.5244572,-122.670218
Casual,2019-07-06,00:43:13,Normal Thursday,2.37,45.5229366,-122.6840002,45.5209759,-122.707823
Casual,2019-07-06,00:30:39,Normal Thursday,2.28,45.51782551,-122.6724963,45.5244572,-122.670218
Casual,2019-07-06,00:23:51,Normal Thursday,1.96,45.51623176,-122.6360679,45.52358836,-122.6619177
Subscriber,2019-07-06,00:16:16,Normal Thursday,0,45.52862062,-122.6905073,45.52862062,-122.6905073
Casual,2019-07-06,00:20:47,Normal Thursday,1.34,45.50468892,-122.6345551,45.5048117,-122.639617
Casual,2019-07-06,00:06:50,Normal Thursday,0.77,45.51816567,-122.6924908,45.5229504,-122.6831526
Casual,2019-07-06,00:38:10,Normal Thursday,4.07,45.55458563,-122.6755413,45.5475928,-122.6667604
Casual,2019-07-06,00:14:48,Normal Thursday,2.74,45.52871176,-122.674166,45.50280906,-122.6535398
Casual,2019-07-06,00:05:48,Normal Thursday,0.67,45.52871176,-122.674166,45.53080401,-122.6844227
Casual,2019-07-06,00:08:48,Normal Thursday,1.03,45.51186486,-122.6210475,45.5230483,-122.6200244
Casual,2019-07-06,00:17:07,Normal Thursday,1.57,45.52914205,-122.6987028,45.5213515,-122.6785527
Casual,2019-07-06,00:06:40,Normal Thursday,0.6,45.5353498,-122.7068334,45.53409115,-122.6949424
Casual,2019-07-06,00:28:31,Normal Thursday,3.35,45.52276526,-122.6789939,45.50468892,-122.6345551
Casual,2019-07-06,00:32:14,Normal Thursday,3.13,45.5010151,-122.6675788,45.52247868,-122.6732969
Subscriber,2019-07-06,00:07:53,Normal Thursday,0.9,45.5263426,-122.6924051,45.52374151,-122.6818129
Casual,2019-07-06,00:25:53,Normal Thursday,3.37,45.52276526,-122.6789939,45.50468892,-122.6345551
Casual,2019-07-06,00:17:19,Normal Thursday,2.48,45.5153551,-122.6818058,45.50356665,-122.6395279
Casual,2019-07-06,00:28:50,Normal Thursday,3.13,45.5048393,-122.6296306,45.51782551,-122.6724963
Casual,2019-07-06,00:28:52,Normal Thursday,3.11,45.5048393,-122.6296306,45.51782551,-122.6724963
Casual,2019-07-06,00:01:11,Normal Thursday,0,45.49913657,-122.6716433,45.49913657,-122.6716433
Casual,2019-07-06,00:10:51,Normal Thursday,1.14,45.56282546,-122.6747467,45.5449084,-122.6775915
Casual,2019-07-06,00:10:59,Normal Thursday,0.5,45.50936198,-122.6812121,45.50936198,-122.6812121
Casual,2019-07-06,00:04:57,Normal Thursday,0.3,45.52276526,-122.6789939,45.52247868,-122.6732969
Casual,2019-07-06,00:12:16,Normal Thursday,1.28,45.51592353,-122.6833123,45.52142066,-122.6726291
Subscriber,2019-07-06,00:05:31,Normal Thursday,0.42,45.5252624,-122.6734734,45.5280414,-122.6776231
Casual,2019-07-06,00:15:04,Normal Thursday,1.73,45.5365648,-122.618934,45.5350329,-122.6466728
Subscriber,2019-07-06,00:12:20,Normal Thursday,1.43,45.52862062,-122.6905073,45.5140232,-122.6853843
Casual,2019-07-06,00:14:04,Normal Thursday,2.91,45.55941042,-122.6685226,45.52374151,-122.6818129
Casual,2019-07-06,00:10:01,Normal Thursday,0.71,45.5282777,-122.6766282,45.52175423,-122.6810794
Casual,2019-07-06,00:17:01,Normal Thursday,1.37,45.52269573,-122.6703492,45.5140232,-122.6853843
Casual,2019-07-06,00:15:04,Normal Thursday,1.64,45.52634601,-122.6941484,45.52634601,-122.6941484
Casual,2019-07-06,00:16:19,Normal Thursday,1.36,45.52269573,-122.6703492,45.5140232,-122.6853843
Casual,2019-07-06,00:16:45,Normal Thursday,1.38,45.52269573,-122.6703492,45.5140232,-122.6853843
Casual,2019-07-06,00:20:07,Normal Thursday,2.77,45.4974682,-122.5975918,45.496977,-122.6335541
Casual,2019-07-06,00:06:38,Normal Thursday,0.17,45.52378902,-122.6747386,45.52247868,-122.6732969
Casual,2019-07-06,00:20:00,Normal Thursday,1.83,45.5033655,-122.6447314,45.51222277,-122.6454261
Casual,2019-07-06,00:09:46,Normal Thursday,0.74,45.5251399,-122.6801824,45.51592353,-122.6833123
Casual,2019-07-06,00:07:02,Normal Thursday,0.69,45.51544427,-122.6846749,45.52196048,-122.6896772
Casual,2019-07-06,00:10:30,Normal Thursday,1.04,45.52374151,-122.6818129,45.53142501,-122.6895659
Casual,2019-07-06,00:20:44,Normal Thursday,2.62,45.52297292,-122.6434118,45.51592353,-122.6833123
Casual,2019-07-06,00:19:32,Normal Thursday,2.62,45.52297292,-122.6434118,45.51592353,-122.6833123
Casual,2019-07-06,00:29:04,Normal Thursday,3.49,45.5214706,-122.6704289,45.5048393,-122.6296306
Casual,2019-07-06,00:31:06,Normal Thursday,0,45.52247868,-122.6732969,45.52247868,-122.6732969
Casual,2019-07-06,00:10:18,Normal Thursday,1.01,45.49913657,-122.6716433,45.512867,-122.67487
Casual,2019-07-06,00:10:00,Normal Thursday,1.04,45.49913657,-122.6716433,45.512867,-122.67487
Subscriber,2019-07-06,00:07:06,Normal Thursday,0.58,45.522793,-122.684012,45.5265834,-122.679218
Casual,2019-07-06,00:17:53,Normal Thursday,2.99,45.52634601,-122.6941484,45.50512504,-122.6533681
Casual,2019-07-06,00:14:15,Normal Thursday,1.25,45.5215967,-122.6737711,45.52196048,-122.6896772
Subscriber,2019-07-06,00:38:54,Normal Thursday,2.56,45.53715171,-122.6881027,45.51556831,-122.6738924
Subscriber,2019-07-06,00:04:58,Normal Thursday,0.63,45.5130821,-122.6818658,45.5185327,-122.6765716
Subscriber,2019-07-06,00:15:51,Normal Thursday,1.2,45.53561394,-122.6636343,45.53027884,-122.654669
Casual,2019-07-06,00:09:54,Normal Thursday,0.99,45.5229366,-122.6840002,45.5282777,-122.6766282
Subscriber,2019-07-06,00:15:38,Normal Thursday,1.58,45.5280414,-122.6776231,45.54179953,-122.6614845
Casual,2019-07-06,00:02:39,Normal Thursday,0.21,45.52331306,-122.6932633,45.52196048,-122.6896772
Subscriber,2019-07-06,00:15:26,Normal Thursday,1.36,45.51184309,-122.68372,45.52269573,-122.6703492
Casual,2019-07-06,00:11:58,Normal Thursday,1.64,45.512867,-122.67487,45.5048505,-122.6517163
Casual,2019-07-06,00:15:19,Normal Thursday,1.34,45.51184309,-122.68372,45.52269573,-122.6703492
Casual,2019-07-06,00:30:46,Normal Thursday,3.23,45.55458563,-122.6755413,45.51782551,-122.6724963
Casual,2019-07-06,00:04:16,Normal Thursday,0.06,45.5214876,-122.6536298,45.5214911,-122.6546442
Subscriber,2019-07-06,00:49:10,Normal Thursday,2.35,45.523048,-122.6774256,45.5229504,-122.6831526
Casual,2019-07-06,00:17:21,Normal Thursday,1.54,45.53142501,-122.6895659,45.52269573,-122.6703492
Casual,2019-07-06,00:28:11,Normal Thursday,3.22,45.55458563,-122.6755413,45.51782551,-122.6724963
Casual,2019-07-06,00:17:41,Normal Thursday,1.54,45.53142501,-122.6895659,45.52269573,-122.6703492
Casual,2019-07-06,00:26:44,Normal Thursday,3.27,45.55458563,-122.6755413,45.51782551,-122.6724963
Casual,2019-07-06,00:11:32,Normal Thursday,1.39,45.53142501,-122.6895659,45.52269573,-122.6703492
Subscriber,2019-07-06,00:28:38,Normal Thursday,2.13,45.5356655,-122.6897069,45.51556831,-122.6738924
Casual,2019-07-06,00:18:17,Normal Thursday,2.48,45.5249541,-122.6903238,45.50624163,-122.6633379
Subscriber,2019-07-06,00:07:46,Normal Thursday,0,NA,NA,NA,NA
Casual,2019-07-06,00:25:45,Normal Thursday,3.12,45.5214911,-122.6546442,45.53409115,-122.6949424
Subscriber,2019-07-06,00:07:18,Normal Thursday,0.73,45.5265956,-122.6785969,45.5193417,-122.6824792
Casual,2019-07-06,00:24:18,Normal Thursday,2.99,45.5214876,-122.6536298,45.53409115,-122.6949424
Casual,2019-07-06,00:20:25,Normal Thursday,2.37,45.5313325,-122.6925908,45.5300596,-122.6606764
Casual,2019-07-06,00:10:43,Normal Thursday,1.86,45.5554184,-122.6384371,45.55941042,-122.6685226
Casual,2019-07-06,00:01:03,Normal Thursday,0.03,45.53409115,-122.6949424,45.53409115,-122.6949424
Casual,2019-07-06,00:04:07,Normal Thursday,0.23,45.5350329,-122.6466728,45.5364659,-122.6494742
Subscriber,2019-07-06,00:09:54,Normal Thursday,0.32,45.5252624,-122.6734734,45.52536699,-122.6725459
Casual,2019-07-06,00:46:05,Normal Thursday,3.71,45.52297292,-122.6434118,45.51816567,-122.6924908
Subscriber,2019-07-06,00:13:16,Normal Thursday,1.44,45.5262679,-122.6964618,45.5132329,-122.688131
Casual,2019-07-06,00:08:45,Normal Thursday,0.86,45.53409115,-122.6949424,45.53715171,-122.6881027
Subscriber,2019-07-06,00:11:03,Normal Thursday,1.69,45.50936198,-122.6812121,45.5282107,-122.673371
Casual,2019-07-06,00:43:49,Normal Thursday,3.71,45.52297292,-122.6434118,45.51816567,-122.6924908
Subscriber,2019-07-06,00:12:16,Normal Thursday,1.57,45.50971347,-122.6777159,45.5252863,-122.6724697
Casual,2019-07-06,00:39:53,Normal Thursday,2.26,45.5252863,-122.6724697,45.51782551,-122.6724963
Casual,2019-07-06,00:20:39,Normal Thursday,1.45,45.5120818,-122.6533493,45.51782551,-122.6724963
Subscriber,2019-07-06,00:03:25,Normal Thursday,0.26,45.530808,-122.6637158,45.53146071,-122.659741
Casual,2019-07-06,00:07:13,Normal Thursday,0.89,45.523074,-122.69128,45.5211726,-122.6763654
Casual,2019-07-06,00:28:03,Normal Thursday,1.67,45.50624163,-122.6633379,45.52269573,-122.6703492
Casual,2019-07-06,00:01:01,Normal Thursday,0,45.50624163,-122.6633379,45.50624163,-122.6633379
Casual,2019-07-06,00:17:10,Normal Thursday,1.4,45.52634601,-122.6941484,45.52976024,-122.6966429
Casual,2019-07-06,00:27:11,Normal Thursday,1.66,45.50624163,-122.6633379,45.52269573,-122.6703492
Casual,2019-07-06,00:26:08,Normal Thursday,1.66,45.50624163,-122.6633379,45.52269573,-122.6703492
Subscriber,2019-07-06,00:46:53,Normal Thursday,2.57,45.53146071,-122.659741,45.5164548,-122.6282071
Casual,2019-07-06,00:26:01,Normal Thursday,1.64,45.50624163,-122.6633379,45.52269573,-122.6703492
Casual,2019-07-06,00:25:33,Normal Thursday,1.67,45.5065432,-122.6620427,45.52269573,-122.6703492
Casual,2019-07-06,00:14:19,Normal Thursday,1.46,45.5120818,-122.6533493,45.51782551,-122.6724963
Casual,2019-07-06,00:18:03,Normal Thursday,1.77,45.496977,-122.6335541,45.4981732,-122.6540485
Subscriber,2019-07-06,00:19:27,Normal Thursday,0.61,45.5252992,-122.6714625,45.5230877,-122.6695852
Casual,2019-07-06,00:08:01,Normal Thursday,0.55,45.5282107,-122.673371,45.52269573,-122.6703492
Casual,2019-07-06,00:08:09,Normal Thursday,0.6,45.52871176,-122.674166,45.52269573,-122.6703492
Casual,2019-07-06,00:31:52,Normal Thursday,2.91,45.5209759,-122.707823,45.52269573,-122.6703492
Casual,2019-07-06,00:32:12,Normal Thursday,2.91,45.5209759,-122.707823,45.52269573,-122.6703492
Casual,2019-07-06,00:01:31,Normal Thursday,0.01,45.53211645,-122.6986304,45.53211645,-122.6986304
Subscriber,2019-07-06,00:03:34,Normal Thursday,0.32,45.5282107,-122.673371,45.5252624,-122.6734734
Casual,2019-07-06,00:15:13,Normal Thursday,1.6,45.5120789,-122.6381592,45.51195,-122.61416
Casual,2019-07-06,00:11:59,Normal Thursday,1.19,45.53080401,-122.6844227,45.51592353,-122.6833123
Casual,2019-07-06,00:36:10,Normal Thursday,2.13,45.52175423,-122.6810794,45.5093865,-122.6608269
Casual,2019-07-06,00:06:01,Normal Thursday,0.31,45.52175423,-122.6810794,45.51928859,-122.6792488
Subscriber,2019-07-06,00:38:19,Normal Thursday,1.11,45.5266787,-122.6735353,45.5230283,-122.6784644
Casual,2019-07-06,00:59:49,Normal Thursday,1.71,45.53550403,-122.7006608,45.52181825,-122.7044079
Casual,2019-07-06,00:35:00,Normal Thursday,0.87,45.52507854,-122.6775563,45.51898132,-122.6812685
Casual,2019-07-06,00:40:00,Normal Thursday,1.4,45.56138522,-122.6303306,45.56138522,-122.6303306
Casual,2019-07-06,00:01:00,Normal Thursday,0.06,45.512997,-122.656726,45.512997,-122.656726
Subscriber,2019-07-06,00:19:46,Normal Thursday,2.53,45.52331306,-122.6932633,45.5228717,-122.6414484
Subscriber,2019-07-06,00:33:56,Normal Thursday,4.74,45.503021,-122.6820593,45.54828551,-122.6508106
Casual,2019-07-06,00:07:46,Normal Thursday,0.81,45.53211645,-122.6986304,45.53232501,-122.6824299
Casual,2019-07-06,00:14:54,Normal Thursday,0.92,45.5244572,-122.670218,45.512867,-122.67487
Casual,2019-07-06,00:25:23,Normal Thursday,0.85,45.52247868,-122.6732969,45.522987,-122.6811288
Casual,2019-07-06,00:07:04,Normal Thursday,0.81,45.53211645,-122.6986304,45.53232501,-122.6824299
Casual,2019-07-06,00:01:14,Normal Thursday,0,45.51592353,-122.6833123,45.51592353,-122.6833123
Casual,2019-07-06,00:14:05,Normal Thursday,0.93,45.5244572,-122.670218,45.512867,-122.67487
Casual,2019-07-06,00:16:38,Normal Thursday,1.49,45.53140997,-122.6574612,45.52142066,-122.6726291
Subscriber,2019-07-06,00:15:51,Normal Thursday,1.07,45.5213484,-122.6813937,45.5360712,-122.6852715
Casual,2019-07-06,00:35:21,Normal Thursday,1.85,45.51592353,-122.6833123,45.51556831,-122.6738924
Casual,2019-07-06,00:07:57,Normal Thursday,0.56,45.522783,-122.6811195,45.52142066,-122.6726291
Subscriber,2019-07-06,00:37:28,Normal Thursday,1.79,45.51556831,-122.6738924,45.5158224,-122.6658465
