NEWID,PRINEARN,FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
03469112,01,5125.282,22505,2,5,14,,57,NA,1,NA,1,NA,2,NA,8,5,1,2,14,600.667,2702.3333,303.3333,100,1170,158,0,355.3333,NA,NA,2,1,2,6,NA,NA,8,0,,,,NA,1375,NA,NA,NA,01,2,,
03469122,01,22545.602,9262,1,5,10,,77,NA,2,NA,1,NA,2,NA,8,2,NA,2,10,753.667,1523.1333,368.3333,30,193.8,42,0,43.3333,NA,NA,2,1,1,6,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03469132,01,17890.358,285296,1,2,13,,53,NA,1,NA,1,NA,2,NA,8,3,4,1,13,483.667,3285.8334,277.3333,87.3333,30.3333,29,0,0,NA,NA,2,1,1,7,65,NA,1,1,07,,41,9,72767,NA,NA,NA,01,2,,
03469152,02,25108.542,58600,1,1,14,15,50,56,2,1,1,1,2,2,4,1,3,1,15,1900,4348.4167,1076.6667,528,301,105,0,0,NA,NA,1,4,4,8,25,30,3,4,02,05,12,5,1372,NA,NA,NA,01,2,,
03469172,01,29402.548,126000,1,2,12,14,53,45,1,2,1,1,2,2,4,1,4,1,14,1911,8833.25,1937,2045,400,513,0,216.6667,NA,NA,4,4,6,5,60,NA,4,3,01,,41,9,16845,NA,NA,NA,01,2,,
03469182,01,15311.793,127754,1,4,11,,68,NA,2,NA,1,NA,2,NA,8,3,3,1,11,316.667,1325.1333,541.6667,205,121.8,80,0,0,NA,NA,2,1,1,5,NA,NA,8,0,,,48,7,17022,NA,NA,NA,09,2,,
03469203,01,20760.582,302400,1,2,16,14,40,40,1,2,4,4,2,2,3,1,4,1,16,4171,13028.5059,3502.6667,113.3333,1540,565,0,0,NA,NA,4,4,3,10,55,50,2,2,03,10,41,9,161720,NA,NA,NA,01,2,,
03469242,01,25349.49,15000,1,2,15,,25,NA,1,NA,1,NA,2,NA,8,5,2,1,15,1106,2182.8334,541.6667,121.6667,0,98,0,0,NA,NA,5,1,0,2,25,NA,1,1,03,,39,3,579,NA,NA,NA,08,2,,
03469252,01,15289.272,18500,1,1,15,,33,NA,2,NA,1,NA,2,NA,7,4,2,1,15,927,20592.4167,507.3333,17120,315,460,0,0,NA,NA,4,3,1,4,15,NA,1,1,10,,17,3,-7515,NA,NA,NA,05,2,,
03469292,01,10083.89,18400,1,3,14,,38,NA,2,NA,1,NA,2,NA,7,3,4,1,14,1386,2450.5,563.3333,172,0,235,0,0,NA,NA,4,2,2,5,4,NA,1,1,04,,49,8,-1510,NA,NA,NA,08,2,,
03469302,01,16246.337,111800,1,4,15,,61,NA,2,NA,1,NA,2,NA,8,3,4,1,15,2535,7665.5,650,965,50,328,0,0,NA,NA,4,1,1,5,40,NA,1,1,03,,06,9,23120,NA,NA,NA,01,2,,
03469312,01,7813.589,52036,1,3,16,,46,NA,2,NA,4,NA,2,NA,8,5,4,1,16,1416.833,2028.3333,281.6667,75,200,15,0,0,NA,NA,1,1,1,3,40,NA,1,1,03,,15,9,7348,NA,NA,NA,02,2,,
03469322,01,19228.062,100000,1,2,13,13,35,39,1,2,1,1,1,1,3,1,3,1,13,1891.333,5823.4833,585,658.3333,1105,475,0,0,NA,NA,1,4,2,12,52,45,2,2,04,03,48,7,7872,NA,NA,NA,01,2,,
03469342,01,16589.566,110000,1,4,14,,35,NA,2,NA,1,NA,2,NA,8,5,4,1,14,1600,4449.5833,831.6667,110,50,60,0,0,NA,NA,4,1,1,4,45,NA,1,1,07,,06,9,27888,NA,NA,NA,08,2,,
03469352,02,12518.477,60000,1,3,15,16,26,35,2,1,1,1,2,2,2,1,4,1,16,1755,17728.1666,888.3333,13278,400,120,0,0,NA,NA,4,4,3,8,NA,45,5,1,,06,49,8,3629,NA,NA,NA,01,2,,
03469372,01,14927.932,53996,1,4,12,12,75,82,2,1,1,1,2,2,1,1,2,1,12,991,2506.6,585,82,753.6,77,0,0,NA,NA,4,2,1,4,NA,NA,8,0,,,55,3,576,NA,NA,NA,04,2,,
03469382,01,20367.29,30000,1,4,12,,56,NA,1,NA,1,NA,2,NA,8,5,1,1,12,926,3726.8333,411.6667,1319.6667,250,0,0,0,NA,NA,4,1,3,4,30,NA,1,1,12,,42,2,3420,NA,NA,NA,01,2,,
03469392,01,15353.788,51586,1,3,12,,70,NA,1,NA,2,NA,2,NA,8,3,3,1,12,1462.667,1752.8833,411.6667,60,151.8,0,0,130,NA,NA,1,1,2,6,40,NA,1,1,12,,22,7,5461,NA,NA,NA,01,2,,
03469402,01,15418.987,17926,1,1,12,,76,NA,2,NA,1,NA,2,NA,8,3,1,1,12,295.667,1507.4667,260,725,121.8,85,0,0,NA,NA,2,1,1,6,NA,NA,8,0,,,36,2,-86,NA,NA,NA,04,2,,
03469412,01,9680.69,23062,2,5,12,12,67,66,1,2,1,1,2,2,1,1,1,2,12,875,3051.2667,697.6667,731,391.9333,120,0,0,NA,NA,2,2,4,6,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03469423,01,33788.966,6430,1,5,12,,18,NA,1,NA,1,NA,2,NA,8,5,NA,2,12,50,796.6333,43.3333,20,121.8,0,0,130,NA,NA,6,1,0,NA,35,NA,1,1,10,,,NA,-18,NA,NA,NA,10,1,,
03469462,01,25002.829,61638,1,2,16,,60,NA,2,NA,2,NA,2,NA,9,5,3,1,16,1207,4089.4,953.3333,247.3333,487.8,448,0,0,NA,NA,1,2,2,9,10,NA,1,1,06,,01,6,10018,NA,NA,NA,01,2,,
03469482,01,21237.192,30250,2,4,12,,23,NA,2,NA,1,NA,2,NA,8,5,3,2,12,771,2259.5,693.3333,275,0,110,0,130,NA,NA,4,1,1,4,64,NA,1,1,10,,21,6,3955,NA,NA,NA,01,2,,
03469492,01,9199.854,102180,2,5,16,16,40,40,1,2,1,1,2,2,3,1,1,2,16,2061.667,4969.6667,1069.3333,1351,339,54.6667,0,0,NA,NA,1,4,4,5,45,50,2,2,02,03,,NA,8130,NA,NA,NA,01,2,,
03469502,02,25766.352,55000,1,2,13,15,31,32,2,1,1,1,1,1,3,1,3,1,15,3069.333,5062.5666,693.3333,120,683.3333,279,0,0,NA,NA,1,4,1,9,NA,45,5,1,,10,37,5,1799,NA,NA,NA,01,2,,
03469592,01,25018.496,97100,1,4,13,13,53,54,1,2,1,1,2,2,3,1,2,1,13,2518.333,12034.5833,1010,870.3333,655,536,5600,0,NA,NA,1,3,6,8,56,28,3,3,08,04,55,3,13339,NA,NA,NA,01,2,,
03469622,02,32775.361,174000,1,4,14,16,33,33,1,2,2,2,2,2,5,1,3,1,16,3514.667,7608.756,780,555.3333,216,492,0,0,NA,NA,1,4,3,7,NA,65,6,2,,03,12,5,44638,NA,NA,NA,01,2,,
03469632,01,19869.346,38270,1,2,12,,60,NA,2,NA,1,NA,2,NA,9,2,3,1,12,559,9536.0833,3683.3333,4130,544,100,200,0,NA,NA,2,2,3,5,30,NA,4,2,10,,45,5,4276,NA,NA,NA,01,2,,
03469642,01,26528.999,3400,1,4,12,,63,NA,1,NA,1,NA,2,NA,8,3,3,1,12,254.5,1691.3,541.6667,109,421.8,111,0,108.3333,NA,NA,2,1,1,4,NA,NA,8,0,,,37,5,0,NA,NA,NA,09,2,,
03469662,01,16398.777,16962,1,4,15,,66,NA,2,NA,2,NA,2,NA,8,3,3,2,15,370.5,2247.05,780,170,327.8,182,0,0,NA,NA,2,1,2,5,8,NA,1,1,02,,28,6,-26,NA,NA,NA,01,2,,
03469712,01,23683.276,98400,1,2,15,15,52,48,1,2,1,1,2,2,1,1,4,1,15,2375,6235.8333,953.3333,1154,100,510,0,0,NA,NA,1,2,2,6,40,40,2,2,11,10,06,9,13319,NA,NA,NA,01,2,,
03469722,01,11629.805,32681,1,1,13,,80,NA,2,NA,4,NA,2,NA,8,4,4,1,13,260,1333.6667,303.3333,80,540,91,0,0,NA,NA,4,1,1,3,NA,NA,8,0,,,06,9,0,NA,NA,NA,05,2,,
03469792,01,17661.65,114501,1,2,15,15,49,42,2,2,1,1,2,2,5,1,4,1,15,1642.333,5131.85,953.3333,443.6667,600,483,160,0,NA,NA,1,4,1,6,40,20,2,2,03,01,41,9,18295,NA,NA,NA,01,2,,
03469812,01,29645.316,0,1,2,14,,41,NA,2,NA,2,NA,2,NA,9,3,1,1,14,1492,2748.15,672.6667,200,0,0,0,0,NA,NA,4,2,1,5,40,NA,1,1,10,,36,2,-112,NA,NA,NA,04,2,,
03469822,01,14963.547,17062,1,1,12,,87,NA,1,NA,1,NA,2,NA,8,2,3,1,12,486.667,1797.1333,658.6667,410,221.8,0,0,0,NA,NA,2,1,2,8,NA,NA,8,0,,,13,5,0,NA,NA,NA,01,2,,
03469842,01,19403.335,117300,1,2,12,12,52,51,1,2,1,1,2,2,4,1,2,1,13,2358,6104.6666,476.6667,400,170,87,0,0,NA,NA,1,4,5,7,44,42,3,4,01,06,29,4,8712,NA,NA,NA,01,2,,
03469862,01,14248.053,16200,1,5,14,,38,NA,2,NA,1,NA,2,NA,7,5,NA,1,14,258,970,433.3333,75,12,96,0,0,NA,NA,4,3,1,5,15,NA,4,2,10,,,NA,-3972,NA,NA,NA,01,2,,
03469872,02,10000.913,91200,1,3,16,13,69,62,2,1,1,1,2,2,1,1,4,1,16,3197.667,7679.1726,866.6667,2022.3333,523.8,153,0,0,NA,NA,1,2,4,14,NA,50,5,1,,05,49,8,10601,NA,NA,NA,01,2,,
03469882,02,23435.516,89748,1,1,12,12,59,56,2,1,1,1,2,2,5,1,1,1,14,3289.333,6684.7,1522.6667,509.6667,546.6667,345,0,0,NA,NA,1,6,5,7,NA,50,6,3,,01,34,2,2518,NA,NA,NA,01,2,,
03469902,01,17906.049,68278,1,4,16,,67,NA,2,NA,1,NA,2,NA,9,5,4,1,16,1367,4767.4334,650,515.6667,1555.6,86,0,0,NA,NA,1,2,2,6,30,NA,4,2,03,,06,9,5324,NA,NA,NA,01,2,,
03469912,01,16443.617,41000,1,1,12,12,35,42,1,2,1,1,1,1,3,1,3,1,12,816,2690.4167,498.3333,361.6667,180,163,0,0,NA,NA,4,4,1,3,35,32,2,2,10,10,48,7,-2619,NA,NA,NA,05,2,,
03469932,01,21910.376,43000,1,1,15,,31,NA,2,NA,4,NA,2,NA,8,3,3,1,15,683.333,1357.3333,173.3333,114,108.3333,0,0,0,NA,NA,4,1,1,7,40,NA,1,1,07,,51,5,6575,NA,NA,NA,01,2,,
03469942,01,17281.683,0,1,4,11,,56,NA,1,NA,1,NA,2,NA,8,3,1,1,11,1718.333,3709.85,411.6667,80,346.6667,490,0,0,NA,NA,2,1,1,7,40,NA,1,1,11,,42,2,10794,NA,NA,NA,04,2,,
03469952,01,23453.332,43000,1,1,15,,58,NA,1,NA,4,NA,2,NA,9,1,1,1,15,1808,3408.6166,1343.3333,208.3333,0,65,0,0,NA,NA,1,2,2,5,40,NA,4,2,10,,36,2,7222,NA,NA,NA,01,2,,
03469982,04,20595.759,107070,1,2,13,,55,NA,1,NA,1,NA,2,NA,9,3,3,1,15,698.667,4312.8667,1052,712,135.8,103,0,216.6667,NA,NA,1,6,6,10,NA,NA,7,5,,,01,6,18770,NA,NA,NA,01,2,,
03470002,01,21975.185,83150,1,4,16,,49,NA,1,NA,1,NA,2,NA,6,4,3,1,16,2436.333,4104.4167,411.6667,76,377.3333,206,0,0,NA,NA,1,2,2,9,40,NA,1,1,03,,37,5,9713,NA,NA,NA,01,2,,
03470012,02,19384.709,2794,1,2,14,,41,NA,1,NA,2,NA,2,NA,9,5,3,1,15,1110,2526.1,563.3333,60,418.8,144,0,0,NA,NA,4,3,2,7,NA,NA,7,1,,,40,7,-4280,NA,NA,NA,01,2,,
03470022,01,20207.05,34678,1,2,15,,87,NA,2,NA,1,NA,2,NA,8,2,2,1,15,380.667,1206.8,238.3333,0,251.8,89,0,0,NA,NA,2,1,1,6,NA,NA,8,0,,,39,3,872,NA,NA,NA,01,2,,
03470042,01,26986.822,14142,2,5,12,,28,NA,2,NA,1,NA,2,NA,9,5,2,2,12,518.667,7676.7786,2244.6667,770.3333,0,103,0,650,NA,NA,2,5,3,10,32,NA,4,3,10,,,NA,20502,NA,NA,NA,01,2,,
03470052,03,16912.425,46200,1,4,10,13,46,55,2,1,1,1,1,1,4,1,3,1,13,915,2463.1666,563.3333,81.6667,0,49,300,0,NA,NA,4,6,1,5,40,NA,4,3,10,,48,7,-6077,NA,NA,NA,08,2,,
03470062,01,19420.621,55000,1,1,15,,65,NA,1,NA,1,NA,1,NA,8,3,1,1,15,1725.667,6479,563.3333,267,121,40,0,0,NA,NA,2,1,1,8,44,NA,1,1,01,,34,2,5068,NA,NA,NA,01,2,,
03470082,02,16954.872,128284,1,2,12,15,77,77,2,1,1,1,2,2,1,1,2,1,15,2282.667,4991.4334,619.6667,449,337.6,262,0,0,NA,NA,2,2,1,9,NA,36,5,1,,06,39,3,18373,NA,NA,NA,01,2,,
03470092,01,21450.102,0,1,3,13,13,27,28,1,2,1,1,2,2,1,1,2,1,13,760,2294.1167,996.6667,130,140,22,0,0,NA,NA,4,2,2,4,28,40,2,2,10,10,39,3,1774,NA,NA,NA,02,2,,
03470102,01,22953.07,0,1,2,16,,71,NA,2,NA,1,NA,1,NA,8,3,1,1,16,721,1856.1,488,127,0,125,0,137.6667,NA,NA,1,1,2,6,40,NA,1,1,01,,36,2,10114,NA,NA,NA,01,2,,
03470122,01,8571.255,13333,2,5,16,,34,NA,1,NA,1,NA,2,NA,8,3,1,2,16,2613.333,3465.3333,238.3333,251.6667,0,324,0,0,NA,NA,1,1,2,6,60,NA,1,1,01,,,NA,0,NA,NA,NA,01,2,,
03470142,01,17311.52,17062,1,4,12,12,77,79,1,2,1,1,2,2,1,1,4,1,12,1741.667,4125.2667,418,289,839.6,109,0,0,NA,NA,1,2,2,7,NA,NA,8,0,,,49,8,0,NA,NA,NA,01,2,,
03470152,01,16289.768,0,1,1,13,,39,NA,2,NA,1,NA,2,NA,7,3,3,1,13,210,493.3333,173.3333,50,0,0,20,0,NA,NA,5,2,0,4,NA,NA,8,0,,,24,5,0,NA,NA,NA,08,2,,
03470172,01,17469.557,49630,1,2,14,,34,NA,2,NA,1,NA,1,NA,8,3,4,1,14,1475,2680.75,216.6667,40,0,20,0,0,NA,NA,4,1,0,1,47,NA,1,1,01,,53,9,5643,NA,NA,NA,11,2,,
03470222,01,24586.317,76000,1,2,12,,37,NA,2,NA,1,NA,2,NA,7,3,2,1,12,2186,5997.5,1358.3333,365,130,765,0,151.6667,NA,NA,1,2,2,6,60,NA,1,1,05,,39,3,8907,NA,NA,NA,01,2,,
03470242,01,17661.719,36030,1,2,15,,63,NA,2,NA,1,NA,2,NA,8,3,2,1,15,683,1996.55,476.6667,100,0,168,0,0,NA,NA,4,1,0,6,36,NA,1,1,01,,39,3,8233,NA,NA,NA,01,2,,
03470252,02,16344.732,173200,1,2,13,,42,NA,1,NA,1,NA,2,NA,9,3,2,1,15,1813.333,4589.0833,606.6667,640,200,126,0,0,NA,NA,1,2,2,9,40,NA,4,2,05,,29,4,38111,NA,NA,NA,01,2,,
03470282,02,22392.719,134000,1,1,15,,24,NA,1,NA,4,NA,2,NA,9,5,1,1,15,2277,4450.5833,758.3333,116.6667,0,119,0,0,NA,NA,4,2,3,8,45,NA,4,2,06,,34,2,24162,NA,NA,NA,01,2,,
03470312,01,24801.774,9648,1,1,10,,63,NA,2,NA,1,NA,1,NA,9,2,3,1,10,895,1816.4167,433.3333,130,55,0,0,60.6667,NA,NA,4,2,1,4,NA,NA,7,1,,,48,7,-181,NA,NA,NA,06,2,,
03470322,01,16539.115,43000,1,5,12,12,30,32,1,2,1,1,2,2,3,1,NA,1,12,1020,2038.9167,479.6667,40,220,0,0,43.3333,NA,NA,4,5,1,9,48,40,2,2,11,11,,NA,-5953,NA,NA,NA,01,2,,
03470352,01,31445.314,8161,1,4,11,,27,NA,2,NA,2,NA,2,NA,7,5,3,1,11,461,1159.3333,485.3333,76,0,87,0,0,NA,NA,4,4,1,5,NA,NA,8,0,,,01,6,0,NA,NA,NA,01,2,,
03470362,01,27103.809,138000,1,2,12,13,59,61,1,2,1,1,2,2,1,1,1,1,13,2117.667,5602.75,996.6667,286.6667,295,245,0,0,NA,NA,1,2,2,5,40,40,2,2,03,03,09,1,23710,NA,NA,NA,01,2,,
03470372,01,21787.926,25000,1,4,13,,35,NA,1,NA,1,NA,2,NA,9,5,3,1,14,955,2347.4167,845,123,0,70,0,195,NA,NA,4,2,1,4,50,NA,1,1,11,,37,5,2757,NA,NA,NA,08,2,,
03470412,01,16087.271,38662,1,5,13,,78,NA,2,NA,1,NA,2,NA,8,2,NA,1,13,877.333,2365.4167,404.6667,150,221.8,275,0,0,NA,NA,2,1,1,7,40,NA,1,1,01,,,NA,2087,NA,NA,NA,01,2,,
03470422,01,20420.24,7200,2,4,11,,56,NA,2,NA,1,NA,2,NA,9,3,3,2,15,224.833,1602,433.3333,311,17.3333,92,0,238.3333,NA,NA,2,3,2,5,24,NA,4,3,05,,21,6,2796,NA,NA,NA,09,2,,
03470432,01,19112.992,42840,1,4,15,14,46,42,1,2,1,1,2,2,3,1,4,1,15,775,4092.3834,1324,234.6667,1146,262,5,0,NA,NA,1,3,2,6,40,35,2,2,03,15,06,9,5817,NA,NA,NA,01,2,,
03470502,01,19415.962,170000,1,3,12,14,58,54,1,2,1,1,2,2,1,1,3,1,14,2446.333,11338.0833,1928.3333,2200,240,469,250,0,NA,NA,1,2,2,7,40,36,2,2,03,03,45,5,27966,NA,NA,NA,01,2,,
03470512,01,16639.23,0,2,5,14,14,56,53,1,2,1,1,2,2,1,1,2,2,14,1401.167,2909.7167,650,298,376,315,0,0,NA,NA,1,2,2,8,40,40,2,2,03,04,,NA,2763,NA,NA,NA,01,2,,
03470522,01,17393.009,9972,1,2,12,,47,NA,1,NA,2,NA,2,NA,8,5,3,1,12,286,891,260,220,43,0,0,0,NA,NA,4,1,1,3,NA,NA,8,0,,,48,7,0,NA,NA,NA,05,2,,
03470552,01,14344.22,13960,1,2,13,,73,NA,2,NA,2,NA,1,NA,8,2,1,1,13,740,1627.1333,233.3333,150,301.8,1,0,0,NA,NA,4,1,1,3,NA,NA,8,0,,,09,1,0,NA,NA,NA,08,2,,
03470572,01,15396.73,64000,1,1,15,,32,NA,1,NA,1,NA,1,NA,9,5,4,1,15,1758,4553.3833,606.6667,425,533.8,330,0,0,NA,NA,4,3,2,2,40,NA,4,2,03,,06,9,4147,NA,NA,NA,08,2,,
03470582,01,27503.497,0,1,5,12,,60,NA,1,NA,1,NA,2,NA,8,2,NA,2,12,1642.667,2653,468.3333,600,0,0,0,143,NA,NA,1,1,1,5,66,NA,1,1,13,,,NA,0,NA,NA,NA,01,2,,
03470592,01,22223.165,39000,1,1,13,,49,NA,1,NA,2,NA,2,NA,8,5,3,1,13,1296,3052,433.3333,180,0,365,0,0,NA,NA,4,1,1,2,52,NA,1,1,11,,13,5,5699,NA,NA,NA,08,2,,
03470602,01,26158.759,0,1,2,15,16,56,55,1,2,1,1,2,2,1,1,3,1,16,1231,3522.5167,961.6667,275,500,0,0,0,NA,NA,2,2,2,13,40,50,2,2,11,13,51,5,9172,NA,NA,NA,01,2,,
03470622,01,25671.367,44000,1,4,14,,41,NA,1,NA,1,NA,2,NA,8,5,2,1,14,1923,4069.1667,476.6667,422,0,0,0,0,NA,NA,2,1,1,2,40,NA,1,1,12,,26,3,5913,NA,NA,NA,01,2,,
03470632,01,22092.562,30000,1,2,14,,32,NA,1,NA,2,NA,2,NA,6,5,4,1,14,1419,2625.25,390,500,0,85,0,0,NA,NA,4,2,1,4,40,NA,1,1,05,,04,8,-822,NA,NA,NA,08,2,,
03470642,02,17610.75,151462,1,2,12,12,71,69,1,2,1,1,2,2,4,1,4,1,14,4879.667,15272.2559,1993.3333,1047.6667,4914.6,105,0,0,NA,NA,1,3,4,7,40,45,3,3,03,01,06,9,104414,NA,NA,NA,01,2,,
03470652,01,24274.214,34652,1,2,15,15,69,67,2,1,1,1,2,2,1,1,1,1,15,286,2805.6,368.3333,390,780.6,70,75,0,NA,NA,2,2,2,7,8,44,2,2,02,10,36,2,-275,NA,NA,NA,01,2,,
03470662,01,20525.896,0,1,3,11,,48,NA,1,NA,1,NA,2,NA,8,3,3,1,11,353,2565.1167,303.3333,450,50,370,0,65,NA,NA,2,1,2,5,40,NA,1,1,10,,22,7,4333,NA,NA,NA,09,2,,
03470672,01,17593.961,23552,1,1,16,,69,NA,2,NA,2,NA,1,NA,8,5,2,1,16,1688,2647.4667,151.6667,178.3333,377.8,175,0,0,NA,NA,1,1,3,7,NA,NA,8,0,,,17,3,0,NA,NA,NA,01,2,,
03470692,01,18709.124,19220,1,4,13,,48,NA,1,NA,1,NA,2,NA,6,3,3,1,13,1754.333,3003.3334,380.3333,355,60,234,0,0,NA,NA,1,2,1,7,40,NA,1,1,06,,37,5,-3678,NA,NA,NA,01,2,,
03470702,03,17885.951,188737,1,1,16,11,57,60,1,2,1,1,1,1,4,1,1,1,16,778.333,3870.3333,485.3333,875,685,530,125,0,NA,NA,2,3,2,6,NA,NA,7,1,,,36,2,26842,NA,NA,NA,04,2,,
03470722,02,22630.917,15862,1,2,15,,61,NA,2,NA,2,NA,2,NA,9,2,4,1,15,341.333,990,238.3333,300,0,80,0,30.3333,NA,NA,2,2,2,8,NA,NA,8,0,,,06,9,0,NA,NA,NA,01,2,,
03470772,01,22259.544,0,1,4,13,12,48,59,2,1,1,1,2,2,1,1,3,1,13,850,2602.1666,498.3333,635,11,150,0,130,NA,NA,4,2,2,7,40,40,2,2,12,12,48,7,3123,NA,NA,NA,01,2,,
03470812,01,18029.468,27000,1,4,14,,33,NA,2,NA,1,NA,2,NA,8,5,3,1,14,1435.167,2270.3334,381,202,0,0,0,0,NA,NA,1,1,1,7,36,NA,1,1,01,,01,6,3022,NA,NA,NA,01,2,,
03470834,01,16740.273,0,1,1,13,,49,NA,1,NA,1,NA,2,NA,8,5,1,1,13,1150,2259.85,433.3333,232,0,118,0,0,NA,0,1,1,2,5,40,NA,1,1,01,,34,2,8244,NA,NA,NA,01,2,,
03470852,01,16235.356,6140,1,1,12,12,87,87,2,1,1,1,2,2,1,1,3,1,12,330,1350.1333,606.6667,120,121.8,105,0,0,NA,NA,2,2,2,5,NA,NA,8,0,,,48,7,0,NA,NA,NA,01,2,,
03470902,02,23619.194,97000,1,2,16,15,54,53,2,1,1,1,2,2,4,1,4,1,16,1569.333,10048.9333,1190,1106,1011.3333,694,0,0,NA,NA,2,3,3,8,40,40,3,3,10,03,06,9,26688,NA,NA,NA,01,2,,
03470943,01,24184.635,90000,1,2,15,,42,NA,1,NA,1,NA,2,NA,8,5,4,1,15,2268,5317.0833,736.6667,1290,216.6667,82,0,0,NA,NA,4,1,0,2,40,NA,1,1,03,,53,9,15735,NA,NA,NA,07,2,,
03470962,01,28822.272,30000,1,4,15,14,26,24,1,2,1,1,2,2,2,1,4,1,15,1042.667,2226.9167,215,240,485,47,0,0,NA,NA,1,4,2,5,30,10,2,2,07,07,49,8,-5976,NA,NA,NA,02,2,,
03470972,01,23519.839,139020,1,3,15,12,46,48,2,1,1,1,2,2,3,1,2,1,15,1000.333,5135.8333,866.6667,287.6667,411.6667,120,0,0,NA,NA,1,4,3,7,45,40,2,2,03,11,39,3,17194,NA,NA,NA,01,2,,
03470992,03,21776.638,15120,2,4,15,12,44,46,2,1,1,1,2,2,4,1,3,2,15,1239.667,1949.75,520,150,0,65,0,151.6667,NA,NA,1,4,1,9,NA,40,6,3,,06,21,6,-3240,NA,NA,NA,09,2,,
03471052,01,18184.028,43620,1,3,10,11,68,69,2,1,1,1,2,2,4,1,1,1,12,977.667,3295.35,866.6667,227,923.6,87,0,0,NA,NA,2,3,2,9,22,NA,1,1,09,,25,1,-3853,NA,NA,NA,01,2,,
03471082,01,18591.728,24000,1,2,12,12,27,26,1,2,1,1,1,1,2,1,4,1,12,1136.667,3031.25,561.6667,833.3333,0,80,0,0,NA,NA,4,3,1,4,38,NA,1,1,10,,08,8,-4652,NA,NA,NA,07,2,,
03471112,01,17690.489,18505,2,4,12,10,45,55,2,1,1,1,2,2,4,1,3,2,12,828,1634.8,346.6667,100,221.8,100,0,30.3333,NA,NA,4,3,1,5,NA,NA,8,0,,,21,6,0,NA,NA,NA,09,2,,
03471122,01,13537.362,0,1,1,13,14,39,41,1,2,1,4,2,2,2,1,4,1,14,2397.667,5585.056,866.6667,180,100,755,0,0,NA,NA,1,3,1,6,45,40,2,2,03,01,06,9,14627,NA,NA,NA,01,2,,
03471144,01,22007.116,13588,1,1,11,,54,NA,1,NA,2,NA,2,NA,8,5,3,1,11,818,1027.3333,164.6667,0,32,0,0,0,NA,0,4,1,1,2,NA,NA,8,0,,,12,5,0,NA,NA,NA,05,2,,
03471152,01,11339.71,31035,1,1,16,15,68,68,1,2,4,1,2,2,1,1,4,1,16,1047.333,3683.6,866.6667,911,498.6,215,0,0,NA,NA,2,2,3,9,NA,NA,8,0,,,06,9,0,NA,NA,NA,01,2,,
03471162,01,29075.641,128000,1,4,15,16,35,29,1,2,1,1,2,2,1,1,2,1,16,9089.333,12551,476.6667,1558,260,163,0,0,NA,NA,1,2,5,12,30,55,2,2,06,02,26,3,23571,NA,NA,NA,01,2,,
03471202,01,14493.713,59000,1,2,14,14,49,44,1,2,1,1,2,2,1,1,4,1,14,1347,5101.25,931.6667,566,1778,141,0,0,NA,NA,1,2,3,6,40,40,2,2,10,01,32,8,4848,NA,NA,NA,01,2,,
03471212,01,13879.731,14936,1,1,16,15,87,82,1,2,1,1,2,2,1,1,1,1,16,7932.333,10935.2667,823.3333,550,319.6,40,0,0,NA,NA,2,2,2,8,NA,NA,8,0,,,36,2,-275,NA,NA,NA,01,2,,
03471222,01,20921.909,4380,1,2,11,,87,NA,2,NA,1,NA,2,NA,8,2,2,1,11,161,1186.8,260,0,610.8,0,0,0,NA,NA,5,1,0,5,NA,NA,8,0,,,27,4,0,NA,NA,NA,01,2,,
03471232,01,19927.472,41174,1,5,12,,67,NA,2,NA,1,NA,2,NA,8,2,3,2,12,547.333,1677.9667,541.6667,60,247.8,160,0,0,NA,NA,2,1,5,7,35,NA,1,1,04,,,7,998,NA,NA,NA,01,2,,
03471242,01,19558.511,17518,1,1,16,,68,NA,1,NA,1,NA,2,NA,8,2,1,1,16,2011.333,4561.8,780,593.3333,366.8,45,0,0,NA,NA,2,1,1,9,NA,NA,8,0,,,34,2,0,NA,NA,NA,01,2,,
03471252,01,5660.944,62200,1,3,16,,31,NA,2,NA,4,NA,2,NA,8,5,4,1,16,2838.833,3483.4167,368.3333,40,300,50,0,0,NA,NA,1,1,1,3,40,NA,1,1,02,,15,9,11626,NA,NA,NA,03,2,,
03471282,01,12466.607,55000,1,3,15,14,39,33,1,2,1,1,1,2,3,1,4,1,15,1779,5251.7334,1083.3333,208,911.6667,247,0,0,NA,NA,4,6,2,5,40,NA,1,1,03,,49,8,-1193,NA,NA,NA,03,2,,
