NEWID,PRINEARN,FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
03324174,01,25984.767,116920,1,2,16,15,63,50,1,2,1,1,2,2,3,1,4,1,16,0,0,0,0,0,0,0,0,NA,1000000,1,4,3,8,40,30,3,4,03,04,41,9,15452,0,NA,4000,01,2,,
03324204,01,6581.018,200,1,3,15,15,50,47,1,2,4,4,2,2,4,1,4,1,15,0,0,0,0,0,0,0,0,NA,10000,1,6,5,5,40,40,2,2,03,02,15,9,11459,NA,NA,5000,01,2,,
03324214,01,20208.499,117000,1,4,16,13,47,46,2,1,2,1,2,1,1,1,3,1,16,0,0,0,0,0,0,0,0,NA,0,1,2,0,6,40,52,2,2,05,01,48,7,15738,0,NA,2000,01,2,,
03324244,01,18078.372,0,1,2,15,,37,NA,1,NA,1,NA,2,NA,8,5,4,1,15,0,0,0,0,0,0,0,0,NA,NA,1,1,4,4,44,NA,1,1,03,,06,9,25978,NA,NA,NA,02,2,,
03324274,02,20111.619,2000,1,2,14,,51,NA,2,NA,1,NA,2,NA,9,3,4,1,14,0,0,0,0,0,0,0,0,NA,NA,1,2,2,4,40,NA,4,2,04,,06,9,588,5,NA,7000,08,2,,
03324284,01,19907.324,942,1,2,11,,63,NA,1,NA,1,NA,1,NA,9,3,3,1,11,0,0,0,0,0,0,0,0,NA,0,2,2,0,4,NA,NA,7,1,,,48,7,0,NA,NA,1800,01,2,,
03324294,01,11704.559,0,1,1,10,,77,NA,2,NA,1,NA,1,NA,8,2,4,1,10,0,0,0,0,0,0,0,0,NA,0,4,1,0,7,NA,NA,8,0,,,06,9,0,NA,NA,NA,01,2,,
03324304,01,24431.177,91000,1,2,13,15,37,36,1,2,1,1,2,2,3,1,1,1,15,0,0,0,0,0,0,0,0,NA,15000,1,5,2,5,40,40,2,2,12,02,42,2,7261,NA,NA,6000,01,2,,
03324324,02,42859.35,95000,2,5,12,15,51,53,1,2,1,1,2,2,1,1,3,2,15,0,0,0,0,0,0,0,0,NA,NA,1,2,4,4,40,40,2,2,04,03,,NA,9406,NA,NA,NA,01,2,,
03324334,01,17480.604,40037,1,2,12,14,64,67,2,1,1,1,2,2,1,1,2,1,14,0,0,0,0,0,0,0,0,NA,477000,2,2,2,9,NA,NA,8,0,,,27,4,-1414,0,NA,719,01,2,,
03324394,02,26018.673,109000,1,3,12,12,26,44,2,1,1,1,2,2,3,1,1,1,12,0,0,0,0,0,0,0,0,NA,NA,1,4,3,6,40,65,2,2,01,11,25,1,14164,NA,NA,NA,01,2,,
03324404,01,16086.652,4104,1,2,12,12,59,62,2,1,1,1,2,2,1,1,4,1,12,0,0,0,0,0,0,0,0,NA,NA,2,2,2,10,NA,NA,8,0,,,08,8,-10,0,NA,1200,01,2,,
03324424,01,23038.803,0,1,2,12,,81,NA,2,NA,1,NA,2,NA,8,2,1,1,12,0,0,0,0,0,0,0,0,NA,NA,2,1,1,4,NA,NA,8,0,,,36,2,-86,NA,NA,NA,01,2,,
03324454,01,26749.677,2242,1,3,14,,51,NA,2,NA,1,NA,2,NA,9,3,3,1,14,0,0,0,0,0,0,0,0,NA,NA,2,2,3,7,NA,NA,7,1,,,45,5,6769,NA,NA,NA,09,2,,
03324524,01,24100.007,1462,1,4,15,,67,NA,2,NA,1,NA,2,NA,8,5,3,1,15,0,0,0,0,0,0,0,0,NA,NA,2,1,1,5,NA,NA,8,0,,,28,6,0,NA,NA,NA,01,2,,
03324584,02,23049.284,80300,1,3,12,12,45,42,2,1,2,2,2,2,5,1,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,4,2,6,40,60,2,2,04,08,22,7,8493,2,NA,5000,01,2,,
03324614,02,16368.696,78062,1,3,13,,70,NA,2,NA,1,NA,2,NA,9,3,2,1,13,0,0,0,0,0,0,0,0,NA,NA,1,2,4,6,NA,NA,7,1,,,39,3,6492,35,NA,2000,01,2,,
03324624,02,24924.747,190000,1,1,13,12,53,55,2,1,1,1,2,2,4,1,1,1,15,0,0,0,0,0,0,0,0,NA,0,1,4,4,8,40,50,3,3,03,11,34,2,39676,NA,NA,NA,01,2,,
03324634,01,20420.467,113000,1,4,16,,61,NA,1,NA,1,NA,2,NA,8,3,2,1,16,0,0,0,0,0,0,0,0,NA,NA,1,1,0,18,40,NA,1,1,06,,26,3,25061,NA,NA,NA,01,2,,
03324654,01,16145.174,960,1,1,10,10,48,54,2,1,1,1,1,1,3,1,4,1,10,0,0,0,0,0,0,0,0,NA,0,4,3,2,4,52,65,2,2,11,11,06,9,1756,0,NA,300,09,2,,
03324704,01,17540.904,55000,1,1,12,12,32,33,1,2,1,1,1,1,2,1,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,3,3,4,40,NA,1,1,11,,11,5,5992,NA,NA,NA,08,2,,
03324754,02,23484.56,70000,1,2,13,,37,NA,1,NA,1,NA,2,NA,9,5,4,1,13,0,0,0,0,0,0,0,0,NA,4000,4,2,2,4,55,NA,4,2,10,,41,9,26581,300,NA,11000,08,2,,
03324784,02,30448.547,261440,1,3,16,15,53,55,2,1,1,1,2,2,4,1,1,1,16,0,0,0,0,0,0,0,0,NA,NA,2,4,1,8,40,40,2,2,03,01,25,1,56612,NA,NA,NA,01,2,,
03324794,01,12444.33,185,1,2,16,16,38,47,2,1,1,1,2,2,3,1,4,1,16,0,0,0,0,0,0,0,0,NA,0,1,5,2,8,37,60,2,2,10,03,08,8,64871,0,NA,3000,01,2,,
03324804,02,3130.121,38000,1,4,12,,27,NA,1,NA,1,NA,2,NA,9,5,4,1,12,0,0,0,0,0,0,0,0,NA,0,4,3,1,4,40,NA,4,3,07,,02,9,2660,NA,NA,NA,05,2,,
03324814,01,16768.913,850,2,5,10,12,59,60,1,2,1,1,2,2,1,1,2,2,12,0,0,0,0,0,0,0,0,NA,NA,2,2,3,8,40,NA,1,1,07,,,NA,2489,NA,NA,NA,01,2,,
03324834,01,17514.844,28000,1,2,12,,58,NA,2,NA,1,NA,2,NA,8,3,4,1,12,0,0,0,0,0,0,0,0,NA,67000,1,1,1,6,42,NA,1,1,01,,32,8,1730,0,NA,7000,02,2,,
03324844,01,23266.425,75000,1,1,15,12,45,33,1,2,1,1,2,2,2,1,2,1,15,0,0,0,0,0,0,0,0,NA,NA,4,3,2,5,50,NA,1,1,06,,17,3,9622,NA,NA,NA,05,2,,
03324854,02,28839.66,62000,1,4,14,12,63,63,2,1,1,1,2,2,1,1,3,1,14,0,0,0,0,0,0,0,0,NA,0,2,2,2,5,40,80,2,2,02,10,12,5,6902,NA,NA,NA,01,2,,
03324864,01,19629.416,84020,1,1,15,,45,NA,1,NA,1,NA,2,NA,8,5,1,1,15,0,0,0,0,0,0,0,0,NA,25000,4,1,1,4,40,NA,1,1,04,,36,2,18826,NA,NA,NA,06,2,,
03324904,01,20563.393,51982,1,1,15,,72,NA,2,NA,1,NA,2,NA,8,2,1,1,15,0,0,0,0,0,0,0,0,NA,100000,2,1,1,10,40,NA,1,1,10,,34,2,3733,NA,NA,NA,01,2,,
03324914,02,16170.453,123200,2,4,15,14,62,55,1,2,1,1,2,2,1,1,3,2,15,0,0,0,0,0,0,0,0,NA,NA,1,2,3,6,50,36,2,2,07,04,47,6,14455,200,NA,20000,01,2,,
03324934,01,23628.936,37792,1,4,15,15,73,73,1,2,1,1,2,2,1,1,4,1,15,0,0,0,0,0,0,0,0,NA,15000,1,2,3,5,NA,NA,8,0,,,49,8,0,NA,NA,NA,01,2,,
03324954,01,23778.358,25724,1,1,13,13,73,72,1,2,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,NA,NA,2,2,4,8,NA,NA,8,0,,,48,7,0,NA,NA,NA,01,2,,
03324964,01,23396.607,2000,1,5,11,,63,NA,2,NA,4,NA,2,NA,8,4,NA,2,11,0,0,0,0,0,0,0,0,NA,0,4,1,0,3,10,NA,1,1,09,,,NA,-153,NA,NA,NA,08,2,,
03324984,01,23024.34,135000,1,1,15,,32,NA,2,NA,5,NA,2,NA,9,3,4,1,15,0,0,0,0,0,0,0,0,NA,90000,4,2,2,2,50,NA,4,2,03,,06,9,26795,NA,NA,17000,08,2,,
03325014,01,23819.199,12000,1,3,12,,50,NA,2,NA,2,NA,2,NA,8,5,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,1,2,6,60,NA,1,1,03,,37,5,-17,NA,NA,NA,01,2,,
03325034,01,12441.629,0,2,5,14,15,71,47,1,2,1,1,2,2,4,1,4,2,15,0,0,0,0,0,0,0,0,NA,NA,2,4,1,6,NA,40,6,2,,10,,NA,-6526,NA,NA,NA,01,2,,
03325084,01,17474.335,32000,1,2,13,,29,NA,2,NA,2,NA,2,NA,8,5,2,1,13,0,0,0,0,0,0,0,0,0,NA,4,1,1,3,40,NA,1,1,06,,29,4,3809,NA,NA,NA,05,2,,
03325104,01,23562.292,27200,1,1,12,,49,NA,1,NA,1,NA,2,NA,8,5,1,1,12,0,0,0,0,0,0,0,0,NA,240000,2,1,0,5,40,NA,1,1,10,,34,2,1661,NA,NA,NA,08,2,,
03325124,02,16679.236,22000,1,2,12,10,23,22,2,1,1,1,1,1,2,1,2,1,12,0,0,0,0,0,0,0,0,NA,0,4,3,1,4,10,40,2,2,10,12,39,3,-4346,NA,NA,NA,08,2,,
03325154,01,15263.089,0,1,4,15,,69,NA,2,NA,1,NA,2,NA,8,2,3,1,15,0,0,0,0,0,0,0,0,NA,NA,2,1,1,7,50,NA,1,1,04,,48,7,3759,NA,NA,NA,01,2,,
03325174,02,24300.674,169000,1,1,15,,39,NA,2,NA,2,NA,2,NA,9,5,1,1,15,0,0,0,0,0,0,0,0,NA,166000,1,3,2,6,35,NA,4,2,08,,36,2,32984,25,NA,3000,01,2,,
03325204,02,30132.573,18392,1,2,13,,56,NA,2,NA,2,NA,2,NA,9,5,1,1,13,0,0,0,0,0,0,0,0,NA,3000,4,2,1,4,NA,NA,7,1,,,36,2,-100,25,NA,100,08,2,,
03325214,01,23606.967,31840,1,2,12,,33,NA,2,NA,2,NA,2,NA,7,5,2,1,12,0,0,0,0,0,0,0,0,NA,0,4,5,0,8,32,NA,1,1,10,,55,3,-9542,NA,NA,NA,01,2,,
03325244,01,24654.559,0,1,4,15,15,37,42,2,1,1,1,2,2,3,1,4,1,15,0,0,0,0,0,0,0,0,NA,NA,1,4,2,7,40,40,2,2,04,10,06,9,11344,NA,NA,NA,01,2,,
03325264,01,23102.2,47000,1,3,13,,26,NA,2,NA,1,NA,2,NA,9,5,2,1,13,0,0,0,0,0,0,0,0,NA,NA,4,2,3,2,40,NA,4,2,10,,20,4,4164,0,NA,430,08,2,,
03325304,02,21651.062,155000,1,1,15,15,38,38,2,1,4,4,2,2,1,1,2,1,15,0,0,0,0,0,0,0,0,NA,NA,1,2,2,5,40,40,2,2,03,03,17,3,25429,NA,NA,NA,01,2,,
03325314,01,22439.69,20218,1,5,12,,87,NA,1,NA,1,NA,2,NA,8,2,NA,2,12,0,0,0,0,0,0,0,0,NA,0,2,1,1,6,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03325324,01,26083.117,30000,1,2,12,,19,NA,1,NA,2,NA,1,NA,8,5,2,1,12,0,0,0,0,0,0,0,0,NA,0,4,1,1,4,60,NA,1,1,01,,26,3,3494,0,NA,600,08,2,,
03325334,02,26259.48,48000,1,2,12,,21,NA,2,NA,1,NA,2,NA,9,5,1,1,13,0,0,0,0,0,0,0,0,NA,0,4,2,2,5,35,NA,4,2,09,,09,1,3184,NA,NA,NA,08,2,,
03325364,02,28205.54,22880,1,2,12,11,43,42,1,2,2,2,2,2,3,1,1,1,12,0,0,0,0,0,0,0,0,NA,NA,4,3,1,7,37,40,2,2,11,07,36,2,7202,NA,NA,NA,01,2,,
03325374,01,27773.247,0,1,1,15,16,51,48,1,2,2,2,2,2,1,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,2,2,12,40,52,2,2,02,03,13,5,177855,NA,NA,NA,01,2,,
03325384,01,23227.448,90000,1,4,15,,62,NA,2,NA,1,NA,2,NA,8,5,4,1,15,0,0,0,0,0,0,0,0,NA,35000,2,1,1,4,36,NA,1,1,02,,06,9,18885,0,NA,375,01,2,,
03325394,01,23328.914,0,1,1,16,16,58,50,1,2,1,1,2,2,4,1,4,1,16,0,0,0,0,0,0,0,0,NA,NA,1,3,0,8,70,40,3,3,03,03,06,9,37057,NA,NA,NA,01,2,,
03325434,01,21534.16,2924,1,2,16,16,80,72,1,2,1,1,2,2,1,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,2,2,7,NA,NA,8,0,,,40,7,-120,NA,NA,NA,01,2,,
03325484,01,22512.919,29194,1,2,12,,69,NA,2,NA,1,NA,2,NA,8,2,4,1,12,0,0,0,0,0,0,0,0,NA,100000,1,1,1,5,NA,NA,8,0,,,41,9,0,NA,NA,NA,02,2,,
03325494,01,18918.398,45605,1,2,14,,45,NA,1,NA,1,NA,2,NA,8,3,4,1,14,0,0,0,0,0,0,0,0,NA,280000,1,1,2,5,50,NA,1,1,03,,41,9,4649,NA,NA,NA,01,2,,
03325504,02,31953.552,2924,1,3,14,,72,NA,1,NA,1,NA,2,NA,9,3,3,1,14,0,0,0,0,0,0,0,0,NA,NA,2,2,2,3,NA,NA,8,0,,,12,5,0,NA,NA,NA,01,2,,
03325514,01,21109.279,1462,1,1,12,,80,NA,2,NA,1,NA,2,NA,8,2,3,1,12,0,0,0,0,0,0,0,0,NA,NA,2,1,1,6,NA,NA,8,0,,,48,7,0,NA,NA,NA,09,2,,
03325574,01,13820.14,45100,1,2,15,,26,NA,1,NA,1,NA,2,NA,8,5,2,1,15,0,0,0,0,0,0,0,0,NA,0,4,1,1,5,40,NA,1,1,07,,29,4,6459,NA,NA,NA,08,2,,
03325594,01,2295.857,5958,1,4,15,,77,NA,1,NA,1,NA,2,NA,8,2,4,1,15,0,0,0,0,0,0,0,0,NA,550000,2,1,1,6,NA,NA,8,0,,,02,9,0,NA,NA,NA,01,2,,
03325604,01,23668.623,60012,1,2,15,,49,NA,2,NA,1,NA,1,NA,8,3,3,1,15,0,0,0,0,0,0,0,0,NA,20000,1,1,1,7,50,NA,1,1,06,,37,5,9296,NA,NA,NA,01,2,,
03325614,02,23790.073,46212,1,2,12,,50,NA,2,NA,1,NA,2,NA,9,3,3,1,12,0,0,0,0,0,0,0,0,NA,0,2,3,3,7,40,NA,4,2,04,,48,7,-1141,NA,NA,NA,01,2,,
03325624,01,15168.345,11324,1,1,13,11,78,75,1,2,2,2,2,2,5,1,4,1,13,0,0,0,0,0,0,0,0,NA,0,2,3,1,2,NA,NA,7,1,,,06,9,0,NA,NA,NA,01,2,,
03325634,01,31240.827,75000,1,4,12,,47,NA,1,NA,1,NA,2,NA,9,3,3,1,12,0,0,0,0,0,0,0,0,NA,NA,1,2,3,3,50,NA,1,1,11,,37,5,12428,NA,NA,NA,01,2,,
03325714,02,29451.558,21462,1,1,12,,70,NA,2,NA,1,NA,1,NA,9,2,3,1,13,0,0,0,0,0,0,0,0,NA,NA,2,3,3,5,NA,NA,7,2,,,12,5,-3257,NA,NA,NA,01,2,,
03325734,01,17111.175,770,1,1,12,14,81,80,1,2,1,1,2,2,1,1,4,1,14,0,0,0,0,0,0,0,0,NA,0,4,2,0,4,NA,NA,8,0,,,06,9,0,NA,NA,NA,05,2,,
03325764,01,13243.965,1462,1,1,11,,67,NA,2,NA,2,NA,2,NA,8,5,1,1,11,0,0,0,0,0,0,0,0,NA,0,4,1,0,3,NA,NA,8,0,,,34,2,-540,NA,NA,NA,08,2,,
03325774,01,26537.981,1462,2,4,11,,74,NA,2,NA,2,NA,2,NA,8,2,3,2,11,0,0,0,0,0,0,0,0,NA,NA,2,1,2,6,NA,NA,8,0,,,51,5,0,NA,NA,NA,01,2,,
03325824,02,21098.675,32360,1,4,12,,33,NA,2,NA,1,NA,1,NA,9,3,2,1,14,0,0,0,0,0,0,0,0,NA,0,2,5,0,5,40,NA,4,2,11,,55,3,-8550,NA,NA,NA,09,2,,
03325834,01,22550.566,68420,1,2,16,16,57,87,2,1,1,1,2,2,1,1,4,1,16,0,0,0,0,0,0,0,0,NA,NA,1,2,1,6,10,NA,1,1,03,,53,9,6817,NA,NA,NA,03,2,,
03325854,01,24009.429,37200,1,2,13,,42,NA,2,NA,2,NA,2,NA,8,1,3,1,13,0,0,0,0,0,0,0,0,0,NA,4,1,1,1,40,NA,1,1,01,,51,5,5202,0,NA,2500,08,2,,
03325864,01,11105.208,25282,1,3,13,,72,NA,2,NA,1,NA,2,NA,8,2,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,1,1,4,NA,NA,8,0,,,49,8,0,0,NA,NA,05,2,,
03325894,01,23788.481,76000,1,5,15,12,29,30,2,1,1,1,2,2,2,1,3,2,15,0,0,0,0,0,0,0,0,0,NA,1,4,3,4,NA,40,5,1,,11,,7,4206,NA,NA,NA,01,2,,
03325964,02,18608.167,43242,1,2,12,,75,NA,1,NA,1,NA,2,NA,9,3,2,1,13,0,0,0,0,0,0,0,0,125,88000,4,2,3,4,NA,NA,7,1,,,55,3,-4158,0,NA,6000,08,2,,
03325994,02,21549.462,40800,2,5,14,,36,NA,1,NA,1,NA,2,NA,6,1,2,2,14,0,0,0,0,0,0,0,0,NA,0,1,5,6,9,50,NA,4,2,12,,,NA,-2514,41,NA,6000,01,2,,
03326044,01,18429.321,151400,1,3,15,,60,NA,1,NA,1,NA,2,NA,8,3,3,1,15,0,0,0,0,0,0,0,0,NA,491000,1,1,6,6,70,NA,1,1,06,,37,5,65986,NA,NA,NA,01,2,,
03326104,02,20942.632,150000,1,4,16,16,60,59,1,2,1,1,2,2,3,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,2,3,1,7,NA,40,5,1,,03,37,5,56065,NA,NA,NA,01,2,,
03326124,01,20123.901,25484,1,2,12,12,87,87,1,2,1,1,2,1,1,1,3,1,12,0,0,0,0,0,0,0,0,NA,0,1,2,1,7,NA,NA,8,0,,,48,7,0,NA,NA,8000,01,2,,
03326134,07,20019.745,56934,1,1,12,10,34,35,2,1,1,1,1,1,5,1,3,1,13,0,0,0,0,0,0,0,0,NA,0,1,9,2,6,NA,48,6,3,,10,48,7,-7753,NA,NA,NA,01,2,,
03326144,01,14701.602,27000,1,1,11,,62,NA,2,NA,2,NA,2,NA,9,3,4,1,13,0,0,0,0,0,0,0,0,NA,0,1,2,1,5,40,NA,4,2,10,,06,9,3367,NA,NA,NA,01,2,,
03326154,01,14160.904,63600,1,2,12,12,36,34,1,2,1,1,1,1,3,1,4,1,12,0,0,0,0,0,0,0,0,NA,NA,1,4,2,4,40,20,2,2,06,05,32,8,2346,NA,NA,15000,01,2,,
03326164,01,18367.396,3500,1,4,12,,57,NA,1,NA,1,NA,2,NA,8,3,3,1,12,0,0,0,0,0,0,0,0,NA,0,2,1,1,7,NA,NA,8,0,,,37,5,985,NA,NA,NA,01,2,,
03326174,02,23196.717,74000,1,1,11,,45,NA,2,NA,1,NA,1,NA,9,3,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,3,0,4,40,NA,4,2,11,,48,7,4434,NA,NA,NA,04,2,,
03326194,01,22802.392,45000,1,2,14,,23,NA,1,NA,1,NA,2,NA,8,5,3,1,14,0,0,0,0,0,0,0,0,NA,4143,4,1,1,3,43,NA,1,1,12,,51,5,6855,NA,NA,NA,08,2,,
03326204,01,17159.787,66000,1,2,15,13,40,52,2,1,4,1,2,2,3,1,4,1,15,0,0,0,0,0,0,0,0,NA,130000,1,3,2,6,40,40,2,2,10,10,04,8,6643,NA,NA,NA,01,2,,
03326214,02,12615.551,56000,1,1,13,,51,NA,2,NA,1,NA,1,NA,9,3,1,1,13,0,0,0,0,0,0,0,0,NA,0,5,2,1,4,40,NA,4,2,10,,34,2,4816,NA,NA,NA,08,2,,
03326244,01,24567.697,15862,1,3,11,,87,NA,2,NA,1,NA,2,NA,8,2,3,1,11,0,0,0,0,0,0,0,0,NA,100000,2,1,1,7,NA,NA,8,0,,,47,6,0,NA,NA,NA,01,2,,
03326254,01,18661.164,13714,1,5,10,,87,NA,2,NA,1,NA,2,NA,8,2,3,2,10,0,0,0,0,0,0,0,0,NA,NA,2,1,1,5,NA,NA,8,0,,,,7,0,NA,NA,NA,01,2,,
03326264,01,22298.37,76360,1,2,15,12,63,56,1,2,1,1,2,2,1,1,1,1,15,0,0,0,0,0,0,0,0,NA,0,1,2,2,5,NA,15,5,1,,12,36,2,10420,0,NA,30000,01,2,,
03326304,01,14346.606,80000,1,2,16,,60,NA,2,NA,1,NA,2,NA,8,5,3,1,16,0,0,0,0,0,0,0,0,NA,500000,1,1,1,4,40,NA,1,1,03,,24,5,15002,0,NA,600,03,2,,
03326314,01,24304.56,28000,1,4,12,,40,NA,1,NA,1,NA,2,NA,8,5,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,1,0,5,40,NA,1,1,12,,01,6,3269,NA,NA,NA,01,2,,
03326324,01,37370.418,1921,1,2,15,15,44,52,2,1,4,4,2,2,3,1,4,1,15,0,0,0,0,0,0,0,0,NA,0,5,4,0,1,40,NA,1,1,09,,06,9,0,NA,NA,NA,01,2,,
03326364,01,21430.595,47050,1,4,13,15,63,59,2,1,1,1,2,2,1,1,2,1,15,0,0,0,0,0,0,0,0,NA,NA,2,2,2,8,NA,NA,8,0,,,26,3,3014,NA,NA,NA,01,2,,
03326374,01,13820.14,26700,1,2,15,,27,NA,1,NA,1,NA,2,NA,8,5,2,1,15,0,0,0,0,0,0,0,0,NA,30000,4,1,1,5,40,NA,1,1,02,,29,4,2008,NA,NA,NA,08,2,,
03326404,01,13154.365,98015,1,2,12,12,57,56,1,2,1,1,2,2,1,1,2,1,12,0,0,0,0,0,0,0,0,NA,NA,1,2,4,4,40,34,2,2,12,10,17,3,12579,NA,NA,NA,01,2,,
03326424,01,17946.491,11062,1,1,16,,87,NA,2,NA,1,NA,2,NA,8,5,4,1,16,0,0,0,0,0,0,0,0,NA,0,4,1,0,NA,NA,NA,8,0,,,06,9,0,NA,NA,NA,11,2,,
03326454,01,9415.672,37462,2,5,16,12,72,71,1,2,1,4,2,2,1,1,1,2,16,0,0,0,0,0,0,0,0,NA,0,2,2,3,8,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03326464,01,20447.135,5000,1,5,14,13,81,79,1,2,1,1,2,2,1,1,NA,1,14,0,0,0,0,0,0,0,0,NA,250000,2,2,3,8,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03326484,01,15388.906,29324,1,4,13,13,68,69,1,2,2,2,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,NA,NA,2,2,2,6,NA,NA,8,0,,,01,6,0,0,NA,10,01,2,,
03326514,01,31441.26,19000,1,2,13,,54,NA,2,NA,2,NA,2,NA,9,5,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,2,1,4,40,NA,4,2,10,,32,8,-3346,NA,NA,NA,01,2,,
03326554,01,13502.196,63580,1,2,12,,68,NA,2,NA,1,NA,2,NA,9,2,4,1,12,0,0,0,0,0,0,0,0,NA,250000,2,2,3,4,23,NA,1,1,10,,06,9,604,NA,NA,NA,01,2,,
03326564,01,19629.416,24000,1,1,13,,52,NA,1,NA,1,NA,2,NA,8,5,1,1,13,0,0,0,0,0,0,0,0,NA,3000,4,1,1,4,40,NA,1,1,10,,34,2,1784,30,NA,10000,04,2,,
03326614,02,17010.298,15600,1,1,14,12,56,59,2,1,1,1,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,NA,0,1,2,2,9,20,NA,1,1,10,,12,5,0,NA,NA,NA,01,2,,
03326634,01,2610.911,79066,1,4,15,,41,NA,2,NA,1,NA,2,NA,7,4,4,1,15,0,0,0,0,0,0,0,0,NA,50000,4,3,1,4,40,NA,1,1,03,,02,9,7021,NA,NA,NA,07,2,,
03326684,02,21452.772,26662,1,4,12,,66,NA,1,NA,1,NA,1,NA,9,4,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,2,2,1,NA,NA,7,1,,,06,9,-3343,NA,NA,NA,09,2,,
03326694,02,21570.961,56000,1,3,13,14,53,53,2,1,1,1,2,2,3,1,2,1,14,0,0,0,0,0,0,0,0,NA,60000,4,3,4,4,35,50,2,2,04,09,31,4,5333,25,NA,2000,01,2,,
03326724,01,16819.44,29575,1,2,15,,65,NA,2,NA,1,NA,2,NA,8,3,4,1,15,0,0,0,0,0,0,0,0,NA,0,4,1,0,3,24,NA,1,1,10,,53,9,2037,NA,NA,300,08,2,,
03326744,02,18740.741,23760,1,5,11,,78,NA,2,NA,1,NA,2,NA,9,2,NA,2,11,0,0,0,0,0,0,0,0,NA,0,2,2,2,6,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03326754,02,23494.476,124000,1,5,14,13,38,39,1,2,1,1,2,2,3,1,NA,2,14,0,0,0,0,0,0,0,0,NA,NA,5,4,3,7,40,40,2,2,12,03,,NA,14194,NA,NA,5000,01,2,,
03326774,01,16037.343,423500,1,1,16,15,46,48,1,2,1,1,2,2,3,1,4,1,16,0,0,0,0,0,0,0,0,241,500000,4,3,1,7,40,40,2,2,03,01,06,9,121688,NA,NA,NA,01,2,,
03326784,01,25762.424,12000,1,2,15,,34,NA,1,NA,1,NA,2,NA,8,5,3,1,15,0,0,0,0,0,0,0,0,NA,NA,1,1,2,5,50,NA,1,1,06,,37,5,-201,NA,NA,NA,11,2,,
03326794,01,8124.786,74829,2,5,15,,33,NA,1,NA,1,NA,2,NA,8,5,1,2,15,0,0,0,0,0,0,0,0,NA,102521,4,1,1,4,38,NA,1,1,07,,,NA,11383,0,NA,674,08,2,,
03326844,02,13947.077,74845,1,4,16,16,35,35,2,1,1,1,2,2,3,1,2,1,16,0,0,0,0,0,0,0,0,NA,60000,1,5,3,11,NA,40,5,1,,01,31,4,4670,NA,NA,NA,01,2,,
03326884,01,13528.086,12803,1,2,13,,73,NA,2,NA,1,NA,2,NA,8,3,4,1,13,0,0,0,0,0,0,0,0,NA,563000,1,1,1,4,NA,NA,8,0,,,06,9,0,0,NA,2327,05,2,,
03326894,02,14708.896,56696,1,5,10,10,53,55,2,1,1,1,1,1,4,1,NA,2,11,0,0,0,0,0,0,0,0,NA,0,1,3,2,6,40,40,2,2,13,13,,NA,2229,NA,NA,NA,09,2,,
03326904,01,21135.876,0,1,4,12,12,48,47,2,1,2,2,2,2,4,1,2,1,12,0,0,0,0,0,0,0,0,NA,NA,1,3,2,5,40,40,3,3,03,01,26,3,7512,NA,NA,NA,01,2,,
03326934,01,10117.407,337702,2,5,16,15,54,50,1,2,1,1,2,2,4,1,1,2,16,0,0,0,0,0,0,0,0,NA,400000,1,4,2,9,55,45,3,4,03,06,,NA,35048,0,NA,2000,01,2,,
03326944,01,24485.413,14452,1,3,15,,61,NA,2,NA,1,NA,2,NA,8,3,1,1,15,0,0,0,0,0,0,0,0,NA,235000,2,1,1,5,16,NA,1,1,04,,25,1,879,NA,NA,NA,01,2,,
