NEWID,MEMBNO,AGE,SEX,EARNER,EARNTYPE,INC_HRSQ,INCOMEY,OCCUCODE,HISPANIC,MEMBRACE,PAYSTUB,SALARYX,WKSTATUS
03425223,1,46,1,1,1,40,1,01,NA,1,1,280500,1
03425223,2,44,2,1,1,40,1,03,NA,1,2,NA,1
03425223,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425223,4,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425223,5,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425263,1,47,2,1,1,40,2,15,NA,1,1,100000,1
03425263,2,25,2,1,1,36,1,10,NA,1,2,25000,1
03425303,1,63,2,1,2,20,5,10,6,1,NA,NA,2
03425343,1,42,1,1,1,40,1,03,NA,1,2,NA,1
03425343,2,41,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425343,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425343,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425343,5,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425353,1,47,2,1,1,40,1,04,1,1,2,34000,1
03425353,2,39,1,1,1,40,1,11,1,1,2,36000,1
03425353,3,9,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03425373,1,53,1,1,1,60,3,04,NA,1,1,35000,1
03425373,2,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425413,1,78,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425413,2,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425423,1,35,2,1,1,40,1,11,NA,4,2,38000,1
03425423,2,15,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03425423,3,14,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03425423,4,12,1,NA,NA,NA,NA,,NA,6,NA,NA,NA
03425443,1,71,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425473,1,42,1,1,3,40,1,01,NA,2,1,89000,1
03425473,2,46,2,1,1,45,1,01,NA,2,1,85000,1
03425483,1,47,1,1,3,40,1,12,NA,1,1,60000,1
03425483,2,46,2,1,3,40,1,12,NA,1,1,60000,1
03425483,3,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425543,1,28,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425543,2,32,1,1,1,40,1,04,NA,1,2,60000,1
03425543,3,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425543,4,6,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425543,5,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425553,2,57,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425553,3,17,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425563,1,66,1,1,4,11,4,02,NA,1,2,NA,1
03425563,2,65,2,1,4,21,4,02,NA,1,2,NA,1
03425563,3,37,1,1,1,48,1,05,NA,1,2,NA,1
03425583,1,76,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03425583,2,87,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03425613,1,45,2,1,3,40,1,01,NA,6,2,30000,1
03425613,2,45,2,1,1,45,1,06,NA,1,2,70000,1
03425623,1,28,1,1,1,40,1,03,NA,1,2,40000,1
03425623,2,22,2,1,1,40,2,15,NA,1,2,30000,1
03425643,1,33,2,1,1,50,1,01,NA,2,2,93000,1
03425643,2,17,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03425643,3,11,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03425663,1,69,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425663,2,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425663,3,37,1,1,1,40,1,03,NA,1,2,50000,1
03425683,1,35,1,1,1,40,1,12,NA,1,2,25000,1
03425683,2,33,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425683,3,12,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425683,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425683,5,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425683,6,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425683,7,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425763,1,41,1,1,1,35,1,01,NA,1,2,42000,1
03425763,2,41,2,1,4,30,1,02,NA,1,2,15000,1
03425763,3,18,1,2,NA,NA,NA,,1,6,NA,NA,NA
03425763,4,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425763,5,10,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03425793,1,59,1,1,1,40,1,03,NA,1,1,70000,1
03425793,2,57,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425823,1,58,2,1,3,40,1,02,NA,1,1,75000,1
03425843,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425853,1,31,1,1,1,40,1,11,NA,6,2,NA,1
03425853,2,31,2,1,1,40,1,10,2,1,2,NA,1
03425853,3,16,1,1,4,12,1,10,2,1,2,NA,1
03425853,4,15,1,2,NA,NA,NA,,2,1,NA,NA,NA
03425853,5,8,2,NA,NA,NA,NA,,2,6,NA,NA,NA
03425863,1,71,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425863,2,74,1,1,2,29,4,01,NA,1,2,18500,1
03425863,3,22,1,1,2,24,1,10,NA,1,2,7000,1
03425893,1,70,2,1,4,12,1,05,NA,1,2,150,1
03425933,1,52,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425933,2,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425943,1,65,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03425943,2,62,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425953,1,44,1,1,1,45,1,10,NA,1,2,NA,1
03425953,2,19,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03425973,2,21,1,1,1,40,3,08,NA,1,2,32640,1
03425973,3,34,2,1,1,50,3,08,NA,1,2,37000,1
03425983,1,36,1,1,3,45,4,02,NA,1,2,NA,1
03425983,2,35,2,1,3,60,1,03,NA,1,2,NA,1
03425983,3,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425983,4,3,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03425993,1,28,1,1,1,40,1,10,NA,4,2,17500,1
03425993,2,28,2,1,1,40,1,07,NA,4,2,23000,1
03426023,1,47,1,1,1,40,5,13,6,1,NA,NA,2
03426023,2,43,1,1,1,35,5,09,6,1,2,NA,2
03426023,3,48,1,1,1,40,1,06,6,1,NA,NA,1
03426023,4,24,1,1,1,40,1,02,6,1,NA,NA,1
03426033,1,45,2,1,3,60,3,02,NA,1,2,47000,1
03426033,2,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426033,3,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426043,1,52,1,1,1,50,1,03,NA,1,2,100000,1
03426043,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426063,1,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426093,1,45,2,1,1,40,1,03,NA,2,2,45000,1
03426093,2,7,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03426143,2,69,2,1,1,35,4,03,NA,1,1,90000,1
03426163,1,57,2,2,NA,NA,NA,,2,1,NA,NA,NA
03426163,2,62,1,2,NA,NA,NA,,2,1,NA,NA,NA
03426183,1,53,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426183,2,21,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03426183,3,21,2,2,NA,NA,NA,,2,1,NA,NA,NA
03426183,4,82,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426203,1,82,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426213,1,68,1,1,1,75,1,01,NA,1,2,NA,1
03426213,2,59,2,1,4,15,1,02,NA,1,2,NA,1
03426223,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03426223,2,81,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426243,1,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426243,2,58,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426263,1,55,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426263,2,55,1,1,1,40,1,12,NA,1,2,NA,1
03426283,1,43,2,1,1,40,1,03,5,1,2,NA,1
03426283,2,44,1,1,1,40,5,10,5,1,2,20000,2
03426283,3,7,1,NA,NA,NA,NA,,5,1,NA,NA,NA
03426283,4,11,2,NA,NA,NA,NA,,5,1,NA,NA,NA
03426323,1,64,2,1,2,32,1,06,NA,1,2,NA,1
03426343,1,38,1,1,1,40,1,03,NA,1,2,64000,1
03426353,1,57,2,1,1,60,1,03,NA,1,2,280500,1
03426353,2,61,1,1,1,45,1,03,NA,1,2,95000,1
03426363,1,20,1,1,4,30,1,04,NA,2,2,7200,1
03426373,1,45,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426373,2,46,1,1,1,40,1,10,NA,1,2,80000,1
03426373,3,13,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426373,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426373,5,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426373,6,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426373,7,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426373,8,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03426393,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03426393,2,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426403,1,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426413,1,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426433,1,60,1,1,4,20,5,10,NA,1,NA,NA,2
03426433,2,70,2,1,1,35,1,03,NA,1,2,40000,1
03426463,1,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426473,1,68,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426493,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426513,1,44,1,1,1,40,5,03,NA,1,1,45000,2
03426513,2,45,2,1,2,28,1,05,NA,1,2,20000,1
03426513,3,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426523,1,69,2,1,1,40,1,10,NA,1,1,NA,1
03426553,1,28,1,1,3,40,3,01,NA,1,1,NA,1
03426563,1,40,1,1,1,40,1,11,2,1,2,40000,1
03426563,2,36,2,1,2,24,1,01,NA,3,2,18000,1
03426583,1,59,2,1,1,40,1,03,NA,1,2,46000,1
03426583,2,53,1,1,1,55,1,10,NA,1,2,60000,1
03426593,1,52,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03426593,2,52,1,1,1,90,1,11,1,1,1,55000,1
03426593,3,27,1,1,4,30,1,12,2,1,2,NA,1
03426623,1,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426673,1,49,2,1,1,40,1,03,NA,1,2,70000,1
03426673,2,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426673,3,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03426723,1,48,1,1,1,40,1,06,NA,1,1,120000,1
03426723,2,61,2,1,1,40,1,04,NA,1,2,14400,1
03426773,1,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426803,1,47,1,1,1,55,1,07,NA,1,1,113000,1
03426803,2,46,2,1,1,50,1,03,NA,1,1,52000,1
03426803,3,18,1,1,2,5,1,10,NA,1,1,2300,1
03426803,4,15,1,1,4,10,1,10,NA,1,2,126,1
03426813,1,51,1,1,1,40,3,01,NA,2,2,38000,1
03426813,2,46,2,1,4,30,5,06,NA,2,NA,NA,2
03426813,4,20,2,1,2,16,1,05,NA,3,2,6000,1
03426813,5,15,1,1,1,40,3,04,NA,3,1,1271,1
03426813,6,8,1,NA,NA,NA,NA,,NA,3,NA,NA,NA
03426823,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426833,1,46,1,1,3,60,1,03,NA,1,2,280500,1
03426833,2,45,2,1,1,45,1,03,NA,1,2,96000,1
03426833,3,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426833,4,22,1,1,1,40,1,11,NA,1,2,NA,1
03426853,1,45,2,2,NA,NA,NA,,1,1,NA,NA,NA
03426853,2,49,1,1,1,40,1,12,1,1,2,NA,1
03426853,3,21,1,2,NA,NA,NA,,1,1,NA,NA,NA
03426883,1,56,1,1,3,56,1,10,NA,1,1,60000,1
03426903,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03426903,2,71,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03426913,1,37,1,2,NA,NA,NA,,NA,3,NA,NA,NA
03426913,2,37,2,1,1,38,1,04,NA,1,2,NA,1
03426933,1,50,1,1,1,40,1,12,NA,1,2,NA,1
03426933,2,3,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426933,3,35,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426943,1,53,2,1,2,26,1,10,NA,1,2,2000,1
03426953,1,42,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426953,2,47,1,1,1,42,1,03,NA,1,2,280500,1
03426953,3,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03426953,4,12,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426963,1,37,1,1,1,50,1,03,NA,1,2,130000,1
03426963,2,36,2,1,1,40,2,03,NA,1,2,93000,1
03426963,3,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03426973,1,67,1,1,1,40,1,10,NA,4,2,NA,1
03426973,2,64,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03426973,3,32,2,1,1,36,1,07,NA,4,2,NA,1
03426973,4,33,1,1,1,40,1,05,1,1,2,NA,1
03426973,5,2,2,NA,NA,NA,NA,,1,6,NA,NA,NA
03426973,6,1,2,NA,NA,NA,NA,,1,6,NA,NA,NA
03426983,1,56,2,1,1,40,1,03,NA,1,1,135000,1
03426983,2,60,1,1,1,40,1,12,NA,1,2,68000,1
03427003,1,82,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427023,1,69,2,1,1,40,1,04,NA,2,2,NA,1
03427023,2,62,1,1,1,40,1,10,NA,2,2,NA,1
03427033,1,67,1,1,4,20,5,06,NA,1,2,NA,2
03427033,2,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427043,1,60,2,1,1,50,4,03,NA,1,2,70000,1
03427043,2,60,1,1,1,50,2,03,NA,1,1,90000,1
03427043,3,22,2,1,1,40,1,07,NA,1,2,30000,1
03427053,1,62,1,1,2,20,1,02,NA,4,NA,NA,1
03427073,1,27,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427073,2,27,1,1,1,50,1,01,NA,1,1,40000,1
03427073,4,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427073,5,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427073,6,2,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427083,1,55,1,1,3,50,5,12,NA,1,2,NA,2
03427083,2,40,2,1,4,5,4,10,NA,1,2,1000,1
03427083,3,13,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427083,4,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427083,5,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427083,6,8,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427103,1,63,1,1,1,45,1,01,NA,1,2,98000,1
03427123,1,65,2,1,1,40,1,02,NA,1,1,18000,1
03427123,2,67,1,1,1,65,1,01,NA,1,2,120000,1
03427163,1,53,2,1,2,30,1,07,NA,1,2,NA,1
03427163,2,55,1,1,1,50,1,11,NA,1,2,NA,1
03427203,1,67,1,1,1,50,1,10,NA,1,2,NA,1
03427243,1,44,1,1,1,40,1,03,NA,1,1,52615,1
03427253,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427253,2,82,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427263,1,30,2,2,NA,NA,NA,,6,5,NA,NA,NA
03427263,2,30,1,1,2,25,1,10,6,5,2,15600,1
03427263,3,12,1,NA,NA,NA,NA,,6,5,NA,NA,NA
03427263,4,5,1,NA,NA,NA,NA,,6,5,NA,NA,NA
03427303,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427303,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427333,1,77,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427333,2,38,2,1,1,40,1,10,NA,1,2,NA,1
03427363,1,63,2,1,1,40,1,07,NA,1,2,33696,1
03427383,1,37,2,1,1,50,4,02,NA,1,2,53000,1
03427383,2,41,1,1,1,40,1,10,NA,1,2,32000,1
03427393,1,56,2,1,2,33,1,10,NA,6,2,NA,1
03427393,2,19,2,1,4,25,1,10,1,6,2,1650,1
03427403,1,56,1,1,3,40,1,13,1,1,2,25000,1
03427403,2,12,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03427403,3,11,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03427403,4,6,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03427413,1,55,1,2,NA,NA,NA,,1,1,NA,NA,NA
03427413,2,59,2,2,NA,NA,NA,,1,1,NA,NA,NA
03427413,3,23,1,1,1,36,1,01,1,1,2,12000,1
03427413,5,28,2,2,NA,NA,NA,,2,1,NA,NA,NA
03427413,6,3,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03427413,7,2,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03427423,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427423,2,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427433,1,50,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427433,2,56,1,1,1,60,1,01,NA,1,2,280500,1
03427433,3,27,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427433,4,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427443,1,65,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427493,1,71,2,1,3,40,1,10,NA,1,1,NA,1
03427493,2,81,1,1,2,30,1,06,NA,1,1,NA,1
03427503,1,39,1,1,1,40,1,10,NA,2,1,60000,1
03427513,1,39,2,1,3,40,1,10,NA,2,1,15200,1
03427513,2,5,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03427513,3,17,2,1,3,35,1,05,NA,2,1,15000,1
03427543,1,33,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427543,2,13,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427543,3,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427553,1,57,2,1,1,40,1,10,2,1,NA,NA,1
03427553,2,39,1,1,1,40,1,11,2,1,2,NA,1
03427553,3,33,2,1,1,40,1,10,2,1,NA,NA,1
03427553,4,16,2,1,4,8,1,10,2,1,NA,NA,1
03427553,5,13,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03427553,6,12,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03427563,1,31,1,1,3,40,2,15,NA,1,2,1100,1
03427573,1,31,1,1,1,40,1,07,NA,1,1,125000,1
03427573,2,29,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427573,3,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427603,1,31,1,1,1,40,1,07,NA,1,2,NA,1
03427603,2,30,2,1,1,40,1,10,NA,1,2,NA,1
03427603,3,4,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03427613,1,52,1,1,1,45,1,03,NA,1,1,96000,1
03427613,2,16,2,1,4,4,5,09,NA,1,NA,NA,2
03427623,1,79,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427623,2,79,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427633,1,66,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427653,1,41,1,1,1,45,1,11,NA,1,2,38000,1
03427663,1,82,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03427683,1,69,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03427723,1,46,2,1,1,50,1,03,NA,2,2,NA,1
03427813,1,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427813,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427823,1,59,2,1,4,20,5,10,NA,1,NA,NA,2
03427823,2,58,1,1,1,70,1,10,NA,1,2,60000,1
03427873,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427873,2,67,2,1,4,30,4,10,NA,1,2,NA,1
03427943,1,47,1,1,1,40,1,11,NA,1,2,NA,1
03427943,2,47,2,1,1,38,1,04,NA,1,2,NA,1
03427943,3,17,1,1,4,5,1,10,NA,1,2,NA,1
03427963,1,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03427963,2,50,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03427973,1,60,2,1,1,80,1,10,NA,2,2,75000,1
03427973,2,61,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03428013,1,34,1,1,1,50,2,15,NA,1,2,72000,1
03428013,2,32,2,1,1,36,1,03,NA,1,2,57000,1
03428013,3,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428013,4,6,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428033,1,34,1,1,1,40,1,11,NA,2,1,20000,1
03428033,2,10,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03428033,3,12,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03428043,1,21,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428053,1,26,1,1,1,40,1,04,NA,1,2,45000,1
03428083,1,55,2,1,1,40,1,09,6,1,2,8000,1
03428083,2,53,1,1,1,40,1,09,6,1,2,9000,1
03428093,1,66,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428093,2,60,2,1,3,40,1,04,NA,1,2,6100,1
03428103,1,51,2,1,2,4,1,10,2,1,2,2080,1
03428103,2,49,1,1,1,88,1,11,2,1,2,35040,1
03428103,3,19,2,1,2,20,1,07,2,1,2,5200,1
03428103,4,14,2,2,NA,NA,NA,,2,1,NA,NA,NA
03428113,1,36,2,1,1,40,1,01,NA,1,2,NA,1
03428113,2,36,1,1,1,40,1,03,NA,1,2,NA,1
03428123,1,31,2,1,1,50,3,03,NA,1,1,93000,1
03428123,2,3,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428133,1,33,2,1,1,40,1,10,NA,6,NA,NA,1
03428133,2,34,1,1,3,40,1,10,NA,6,NA,NA,1
03428133,3,1,1,NA,NA,NA,NA,,NA,6,NA,NA,NA
03428133,4,71,1,2,NA,NA,NA,,NA,6,NA,NA,NA
03428143,1,66,2,1,3,50,1,13,NA,1,1,108000,1
03428163,1,71,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428163,2,68,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428213,1,41,2,1,1,40,1,01,2,1,1,60000,1
03428213,2,12,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03428213,3,5,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03428223,1,33,1,1,1,55,1,01,NA,1,2,NA,1
03428223,2,33,2,1,1,45,1,01,NA,1,2,60000,1
03428223,3,3,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428223,4,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428233,1,29,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428233,2,34,1,1,1,40,1,03,NA,1,2,NA,1
03428263,1,23,1,1,3,40,2,15,NA,1,2,29000,1
03428263,2,24,2,1,3,40,1,04,2,1,2,27000,1
03428263,3,26,1,1,1,60,1,12,2,1,NA,NA,1
03428293,1,35,1,1,1,40,3,11,4,1,2,NA,1
03428293,2,34,2,1,3,40,1,05,NA,1,2,NA,1
03428293,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428293,4,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428293,5,0,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428293,6,72,2,2,NA,NA,NA,,4,1,NA,NA,NA
03428323,1,36,2,1,1,40,1,06,NA,1,2,32000,1
03428323,2,41,1,1,1,40,1,01,NA,1,2,10800,1
03428323,3,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428363,1,36,1,1,4,25,1,11,NA,2,2,NA,1
03428383,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428383,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428403,1,75,1,1,1,40,1,10,6,1,2,20800,1
03428403,2,87,2,2,NA,NA,NA,,6,1,NA,NA,NA
03428403,3,65,2,1,1,40,1,04,6,1,2,24000,1
03428413,1,49,2,1,1,49,2,01,NA,1,2,NA,1
03428413,2,60,1,1,1,40,1,11,NA,1,2,NA,1
03428423,1,39,2,1,1,60,5,03,2,1,NA,NA,2
03428423,2,52,1,1,1,70,5,03,NA,2,2,NA,2
03428423,3,10,2,NA,NA,NA,NA,,2,6,NA,NA,NA
03428423,4,8,1,NA,NA,NA,NA,,2,6,NA,NA,NA
03428423,5,6,2,NA,NA,NA,NA,,2,6,NA,NA,NA
03428423,6,4,1,NA,NA,NA,NA,,2,6,NA,NA,NA
03428433,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428433,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428483,1,74,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428483,2,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428483,4,18,1,1,2,20,1,10,NA,1,2,NA,1
03428483,5,18,1,1,2,10,1,05,NA,1,2,NA,1
03428483,6,20,1,1,2,30,1,05,NA,1,2,NA,1
03428493,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03428493,2,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428533,1,40,1,1,1,80,5,12,NA,1,2,NA,2
03428543,1,32,1,1,1,50,1,06,NA,1,2,50000,1
03428543,2,33,2,1,1,40,1,01,NA,1,2,50000,1
03428543,3,0,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428554,1,62,1,1,1,80,1,03,NA,1,2,280500,1
03428554,2,57,2,1,1,65,1,03,NA,1,2,155000,1
03428554,3,25,1,1,1,40,1,09,NA,1,2,16000,1
03428564,1,23,2,1,4,15,1,03,NA,1,1,32500,1
03428583,1,59,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428583,2,63,1,1,1,40,1,09,NA,1,2,96000,1
03428583,3,35,1,1,3,40,1,01,NA,1,2,32000,1
03428583,4,22,2,1,1,36,1,10,NA,1,2,22000,1
03428603,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03428633,1,41,2,1,4,30,1,09,NA,1,2,3000,1
03428653,1,45,2,1,1,40,1,03,NA,1,2,65000,1
03428653,2,50,1,1,1,40,1,03,NA,1,2,110000,1
03428653,3,20,2,1,2,30,1,05,NA,1,2,15000,1
03428653,4,17,2,1,4,3,1,02,NA,1,2,1900,1
03428663,1,45,1,1,1,40,2,10,NA,1,2,38000,1
03428663,2,43,2,1,1,40,1,10,NA,1,2,23000,1
03428663,3,11,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428663,4,19,1,1,2,30,1,05,NA,1,2,12000,1
03428723,1,82,2,2,NA,NA,NA,,6,2,NA,NA,NA
03428743,1,74,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03428793,1,30,2,1,1,46,1,02,NA,1,2,33000,1
03428793,2,31,1,1,1,40,1,06,NA,1,2,70000,1
03428793,3,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03428793,4,0,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
